"order","family","genus","species","subspecies","author","taxonlevel","canonical","source","id","accid","merge_tag","unique"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","obscurus",NA,"(Wagner, 1898)","species","Ischnopsyllus obscurus","Lewis",809,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","octactenus",NA,"(Kolenati, 1856)","species","Ischnopsyllus octactenus","Lewis",810,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","peridolius",NA,"Peus, 1977","species","Ischnopsyllus peridolius","Lewis",811,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","petropolitanus",NA,"(Wagner, 1898)","species","Ischnopsyllus petropolitanus","Lewis",812,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","plumatus",NA,"Ioff, 1946","species","Ischnopsyllus plumatus","Lewis",813,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","quadrasetus",NA,"Xie, Yang & Li, 1983","species","Ischnopsyllus quadrasetus","Lewis",814,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","quintusetus",NA,"Xie, Yang & Li, 1983","species","Ischnopsyllus quintusetus","Lewis",815,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","shanxiensis",NA,"Liu, Hsing & Chen, 1981","species","Ischnopsyllus shanxiensis","Lewis",816,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","transcaucasicus",NA,"Scalon, 1979","species","Ischnopsyllus transcaucasicus","Lewis",817,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","ussuriensis",NA,"Medvedev, 1986","species","Ischnopsyllus ussuriensis","Lewis",818,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","variabilis",NA,"(Wagner, 1898)","species","Ischnopsyllus variabilis","Lewis",819,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","amadoi",NA,"Ponce-Ulloa, 1989","species","Jellisonia amadoi","Lewis",820,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","bullisi",NA,"(Augustson, 1944)","species","Jellisonia bullisi","Lewis",821,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","eckerlini",NA,"Hastriter, 2004","species","Jellisonia eckerlini","Lewis",822,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","falcata",NA,"(Mendez & Hanssens, 1975)","species","Jellisonia falcata","Lewis",823,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","grayi",NA,"Hubbard, 1958","species","Jellisonia grayi","Lewis",824,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","guerrerensis",NA,"Morales, 1990","species","Jellisonia guerrerensis","Lewis",825,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","hayesi",NA,"Traub, 1950","species","Jellisonia hayesi","Lewis",826,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","ironsi",NA,"(Eads, 1947)","species","Jellisonia ironsi","Lewis",827,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","johnsonae",NA,"Tipton & Mendez, 1961","species","Jellisonia johnsonae","Lewis",828,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","klotsi",NA,"Traub, 1944","species","Jellisonia klotsi","Lewis",829,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","maxwelli",NA,"Hastriter, 2004","species","Jellisonia maxwelli","Lewis",830,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","mexicana",NA,"Ponce, 1989","species","Jellisonia mexicana","Lewis",831,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","painteri",NA,"Hastriter & Eckerlin, 2003","species","Jellisonia painteri","Lewis",832,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","tiptoni",NA,"Mende & Altman, 1960","species","Jellisonia tiptoni","Lewis",833,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Jellisonia","wisemani",NA,"Eads, 1951","species","Jellisonia wisemani","Lewis",834,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Jordanopsylla","allredi",NA,"Traub & Tipton, 1951","species","Jordanopsylla allredi","Lewis",835,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Jordanopsylla","becki",NA,"Hastriter, 2000","species","Jordanopsylla becki","Lewis",836,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","ahuacatlan",NA,"Acosta, Salceda-Sánchez & Ponce-Ulloa, 2009","species","Kohlsia ahuacatlan","Lewis",837,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","azuerensis",NA,"Tipton & Mendez, 1966","species","Kohlsia azuerensis","Lewis",838,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","campaniger",NA,"(Jordan, 1931)","species","Kohlsia campaniger","Lewis",839,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","cora",NA,"Traub, 1950","species","Kohlsia cora","Lewis",840,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","felteni",NA,"Smit, 1958","species","Kohlsia felteni","Lewis",841,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","fournieri",NA,"Vargas, 1951","species","Kohlsia fournieri","Lewis",842,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","gammonsi",NA,"Traub, 1950","species","Kohlsia gammonsi","Lewis",843,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","keenani",NA,"Tipton & Mendez, 1961","species","Kohlsia keenani","Lewis",844,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","linni",NA,"Hubbard, 1958","species","Kohlsia linni","Lewis",845,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","martini",NA,"Holland, 1971","species","Kohlsia martini","Lewis",846,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","misantlensis",NA,"Acosta, R. & B. Saleda-Sanchez, 2019","species","Kohlsia misantlensis","Lewis",847,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","mojica",NA,"Tipton & Mendez, 1966","species","Kohlsia mojica","Lewis",848,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","osgoodi",NA,"Traub, 1950","species","Kohlsia osgoodi","Lewis",849,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","pelaezi",NA,"Barrera, 1956","species","Kohlsia pelaezi","Lewis",850,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","traubi",NA,"Tipton & Mendez, 1961","species","Kohlsia traubi","Lewis",851,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","uniseta",NA,"Traub, 1950","species","Kohlsia uniseta","Lewis",852,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","whartoni",NA,"Traub & Johnson, 1952","species","Kohlsia whartoni","Lewis",853,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kohlsia","zyanya",NA,"Acosta, Salceda-Sánchez & Ponce-Ulloa, 2009","species","Kohlsia zyanya","Lewis",854,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Kueichenlipsylla","atrox",NA,"(Jordan, 1925)","species","Kueichenlipsylla atrox","Lewis",855,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","anciauxi",NA,"Smit, 1957","species","Lagaropsylla anciauxi","Lewis",856,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","consularis",NA,"Smit, 1957","species","Lagaropsylla consularis","Lewis",857,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","convexus",NA,"Segerman, 1973","species","Lagaropsylla convexus","Lewis",858,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","duodecima",NA,"Beaucournu & Kock, 1990","species","Lagaropsylla duodecima","Lewis",859,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","hoogstraali",NA,"Smit, 1957","species","Lagaropsylla hoogstraali","Lewis",860,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","idae",NA,"Smit, 1957","species","Lagaropsylla idae","Lewis",861,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","incerta",NA,"(Rothschild, 1900)","species","Lagaropsylla incerta","Lewis",862,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","leleupi",NA,"Smit, 1957","species","Lagaropsylla leleupi","Lewis",863,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","lipsi",NA,"Smit, 1957","species","Lagaropsylla lipsi","Lewis",864,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","makay",NA,"Laudisoit, Prie & Beaucournu, 2012","species","Lagaropsylla makay","Lewis",865,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","malayana",NA,"Beaucournu & Kock, 1994","species","Lagaropsylla malayana","Lewis",866,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","micula",NA,"Jordan & Rothschild, 1921","species","Lagaropsylla micula","Lewis",867,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","obliqua",NA,"Smit, 1957","species","Lagaropsylla obliqua","Lewis",868,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","putila",NA,"Jordan & Rothschild, 1921","species","Lagaropsylla putila","Lewis",869,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","senckenbergiana",NA,"Beaucournu & Fahr, 2003","species","Lagaropsylla senckenbergiana","Lewis",870,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","signata",NA,"(Wahlgren, 1903)","species","Lagaropsylla signata","Lewis",871,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","taeniolae",NA,"Smit, 1965","species","Lagaropsylla taeniolae","Lewis",872,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","tauffliebi",NA,"Smit, 1962","species","Lagaropsylla tauffliebi","Lewis",873,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Lagaropsylla","turba",NA,"Smit, 1958","species","Lagaropsylla turba","Lewis",874,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Lentistivalius","aestivalius",NA,"(Jameson & Sakaguti, 1954)","species","Lentistivalius aestivalius","Lewis",875,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Lentistivalius","affinis",NA,"Li, 1986","species","Lentistivalius affinis","Lewis",876,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Lentistivalius","alienus",NA,"Smit, 1958","species","Lentistivalius alienus","Lewis",877,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Lentistivalius","ferinus",NA,"(Rothschild, 1908)","species","Lentistivalius ferinus","Lewis",878,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Lentistivalius","insolli",NA,"(Traub, 1950)","species","Lentistivalius insolli","Lewis",879,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Lentistivalius","occidentayunnanus",NA,"Li, Xie & Gong, 1981","species","Lentistivalius occidentayunnanus","Lewis",880,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Lentistivalius","philippinensis",NA,"Hastriter & Bush, 2013","species","Lentistivalius philippinensis","Lewis",881,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Lentistivalius","vomerus",NA,"Traub, 1972","species","Lentistivalius vomerus","Lewis",882,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","ctenophora",NA,"(Wagner, 1928)","species","Leptopsylla ctenophora","Lewis",883,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","lauta",NA,"Rothschild, 1915","species","Leptopsylla lauta","Lewis",884,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","nana",NA,"Argyropulo, 1946","species","Leptopsylla nana","Lewis",885,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","nemerosa",NA,"(Tiflov, 1937)","species","Leptopsylla nemerosa","Lewis",886,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","pamirensis",NA,"(Ioff, 1946)","species","Leptopsylla pamirensis","Lewis",887,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","pavlovskii",NA,"Ioff, 1928","species","Leptopsylla pavlovskii","Lewis",888,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","putoraki",NA,"Ioff, 1950","species","Leptopsylla putoraki","Lewis",889,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","sciurobia",NA,"(Wagner, 1934)","species","Leptopsylla sciurobia","Lewis",890,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","segnis",NA,"(Schönherr, 1811)","species","Leptopsylla segnis","Lewis",891,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","sexdentata",NA,"(Wagner, 1930)","species","Leptopsylla sexdentata","Lewis",892,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Leptopsylla","sicistae",NA,"(Tiflov & Kolpakova, 1937)","species","Leptopsylla sicistae","Lewis",893,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","cognatus",NA,"Smit, 1958","species","Libyastus cognatus","Lewis",894,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","consobrinus",NA,"(Jordan, 1925)","species","Libyastus consobrinus","Lewis",895,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","dubosti",NA,"Beaucournu, 1967","species","Libyastus dubosti","Lewis",896,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","duratus",NA,"(Jordan, 1931)","species","Libyastus duratus","Lewis",897,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","hopkinsi",NA,"Jordan, 1943","species","Libyastus hopkinsi","Lewis",898,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","infestus",NA,"(Rothschild, 1908)","species","Libyastus infestus","Lewis",899,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","notabilis",NA,"(Jordan, 1925)","species","Libyastus notabilis","Lewis",900,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","piger",NA,"(Jordan, 1925)","species","Libyastus piger","Lewis",901,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","proximus",NA,"Smit, 1958","species","Libyastus proximus","Lewis",902,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","schoutedeni",NA,"Berteaux, 1947","species","Libyastus schoutedeni","Lewis",903,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","selindae",NA,"DeMeillon, 1940","species","Libyastus selindae","Lewis",904,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","smiti",NA,"Johnson, 1957","species","Libyastus smiti","Lewis",905,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","stratiotes",NA,"(Rothschild, 1905)","species","Libyastus stratiotes","Lewis",906,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","vates",NA,"Jordan, 1936","species","Libyastus vates","Lewis",907,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Libyastus","wilsoni",NA,"Hubbard, 1963","species","Libyastus wilsoni","Lewis",908,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Listronius","fortis",NA,"(Jordan & Rothschild, 1923)","species","Listronius fortis","Lewis",909,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Listronius","plesiomorphus",NA,"Beaucournu & Gallardo, 1991","species","Listronius plesiomorphus","Lewis",910,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Listronius","robertsianus",NA,"(Jordan, 1938)","species","Listronius robertsianus","Lewis",911,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Listronius","ulus",NA,"(Jordan & Rothschild, 1923)","species","Listronius ulus","Lewis",912,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Listropsylla","agrippinae",NA,"(Rothschild, 1904)","species","Listropsylla agrippinae","Lewis",913,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Listropsylla","aricinae",NA,"DeMeillon, 1949","species","Listropsylla aricinae","Lewis",914,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Listropsylla","dorippae",NA,"(Rothschild, 1904)","species","Listropsylla dorippae","Lewis",915,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Listropsylla","fouriei",NA,"DeMeillon, 1937","species","Listropsylla fouriei","Lewis",916,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Listropsylla","prominens",NA,"Jordan, 1930","species","Listropsylla prominens","Lewis",917,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Liuopsylla","clavula",NA,"Xie & Duan, 1990","species","Liuopsylla clavula","Lewis",918,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Liuopsylla","conica",NA,"Zhang, Wu & Liu, 1985","species","Liuopsylla conica","Lewis",919,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Liuopsylla","princeps",NA,"Bai, Ma & Lu, 2016","species","Liuopsylla princeps","Lewis",920,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Liuopsylla","simondi",NA,"Beaucournu & Sountsov, 1998","species","Liuopsylla simondi","Lewis",921,0,"orig","Lewis0"
"Siphonaptera","Lycopsyllidae","Lycopsylla","lasiorhini",NA,"Mardon & Dunnet, 1971","species","Lycopsylla lasiorhini","Lewis",922,0,"orig","Lewis0"
"Siphonaptera","Lycopsyllidae","Lycopsylla","nova",NA,"Rothschild, 1904","species","Lycopsylla nova","Lewis",923,0,"orig","Lewis0"
"Siphonaptera","Macropsyllidae","Macropsylla","hercules",NA,"Rothschild, 1905","species","Macropsylla hercules","Lewis",924,0,"orig","Lewis0"
"Siphonaptera","Macropsyllidae","Macropsylla","novaehollandiae",NA,"Hastriter, 2002","species","Macropsylla novaehollandiae","Lewis",925,0,"orig","Lewis0"
"Siphonaptera","Chimaeropsyllidae","Macroscelidopsylla","albertyni",NA,"DeMeillon & Marcus, 1958","species","Macroscelidopsylla albertyni","Lewis",926,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","abazhouensis",NA,"Liu, Liu & Zhai, 1981","species","Macrostylophora abazhouensis","Lewis",927,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","aeretesites",NA,"Li, Chen & Wei, 1974","species","Macrostylophora aeretesites","Lewis",928,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","angustihamulus",NA,"Li, Zhang & Zeng, 1988","species","Macrostylophora angustihamulus","Lewis",929,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","borneensis",NA,"(Jordan, 1926)","species","Macrostylophora borneensis","Lewis",930,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","conjiangensis",NA,"Li & Huang, 1979","species","Macrostylophora conjiangensis","Lewis",931,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","cuiae",NA,"Wu & Yu, 1964","species","Macrostylophora cuiae","Lewis",932,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","durdeni",NA,"Beaucournu & Wells, 2009","species","Macrostylophora durdeni","Lewis",933,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","euteles",NA,"(Jordan & Rothschild, 1911)","species","Macrostylophora euteles","Lewis",934,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","exilia",NA,"Li, Wang & Hsieh, 1964","species","Macrostylophora exilia","Lewis",935,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","fimbriata",NA,"(Jordan & Rothschild, 1921)","species","Macrostylophora fimbriata","Lewis",936,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","fulini",NA,"Wu & Liu, 2003","species","Macrostylophora fulini","Lewis",937,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","furcata",NA,"Shi, Liu & Wu, 1985","species","Macrostylophora furcata","Lewis",938,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","gansuensis",NA,"Zhang & Ma, 1982","species","Macrostylophora gansuensis","Lewis",939,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","heinrichi",NA,"Jordan, 1939","species","Macrostylophora heinrichi","Lewis",940,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","heishuiensis",NA,"Li, 1996","species","Macrostylophora heishuiensis","Lewis",941,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","idonea",NA,"(Rothschild, 1919)","species","Macrostylophora idonea","Lewis",942,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","jiangkouensis",NA,"Li & Huang, 1979","species","Macrostylophora jiangkouensis","Lewis",943,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","jingdongensis",NA,"Li, 1996","species","Macrostylophora jingdongensis","Lewis",944,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","kinabaluae",NA,"Beaucournu & Wells, 2005","species","Macrostylophora kinabaluae","Lewis",945,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","levis",NA,"(Jordan & Rothschild, 1922)","species","Macrostylophora levis","Lewis",946,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","liae",NA,"(Wang, 1957)","species","Macrostylophora liae","Lewis",947,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","luchunensis",NA,"Huang, 1980","species","Macrostylophora luchunensis","Lewis",948,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","microcopa",NA,"Li, Chen & Wei, 1974","species","Macrostylophora microcopa","Lewis",949,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","muyuensis",NA,"Liu & Wang, 1994","species","Macrostylophora muyuensis","Lewis",950,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Macrostylophora","nandanensis",NA,"Li, Zeng & Zeng, 1987","species","Macrostylophora nandanensis","Lewis",951,0,"orig","Lewis0"
