"order","family","genus","species","subspecies","author","taxonlevel","canonical","source","id","accid","merge_tag","unique"
"Siphonaptera","Rhopalopsyllidae","Polygenis","bohlsi","jordani","(Costa Lima, 1937)","subspecies","Polygenis bohlsi jordani","Lewis",2594,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Polygenis","occidentalis","occidentalis","(Cunha, 1914)","subspecies","Polygenis occidentalis occidentalis","Lewis",2595,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Polygenis","occidentalis","steganus","(Jordan & Rothschild, 1923)","subspecies","Polygenis occidentalis steganus","Lewis",2596,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Polygenis","roberti","beebei","(I. Fox, 1947)","subspecies","Polygenis roberti beebei","Lewis",2597,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Polygenis","roberti","roberti","(Rothschild, 1905)","subspecies","Polygenis roberti roberti","Lewis",2598,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Polygenis","roberti","tripopsis","Guimaráes, 1948","subspecies","Polygenis roberti tripopsis","Lewis",2599,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Polygenis","trapidoi","mendezi","Smit, 1987","subspecies","Polygenis trapidoi mendezi","Lewis",2600,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Polygenis","trapidoi","trapidoi","Mendez, 1977","subspecies","Polygenis trapidoi trapidoi","Lewis",2601,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Procaviopsylla","spinifex","cabrali","Ribeiro, 1975","subspecies","Procaviopsylla spinifex cabrali","Lewis",2602,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Procaviopsylla","spinifex","spinifex","Jordan, 1936","subspecies","Procaviopsylla spinifex spinifex","Lewis",2603,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ptilopsylla","leptina","dunni","Kohls, 1942","subspecies","Ptilopsylla leptina dunni","Lewis",2604,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ptilopsylla","leptina","leptina","Jordan & Rothschild, 1921","subspecies","Ptilopsylla leptina leptina","Lewis",2605,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ptilopsylla","leptina","stubbei","Smit, 1971","subspecies","Ptilopsylla leptina stubbei","Lewis",2606,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","dahurica","Jordan & Rothschild, 1923","subspecies","Rhadinopsylla dahurica dahurica","Lewis",2607,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","diclinica","Tiflov, 1937","subspecies","Rhadinopsylla dahurica diclinica","Lewis",2608,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","sila","Labunets, 1961","subspecies","Rhadinopsylla dahurica sila","Lewis",2609,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","tjanschan","Ioff & Tiflov, 1946","subspecies","Rhadinopsylla dahurica tjanschan","Lewis",2610,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","vicina","Wagner, 1930","subspecies","Rhadinopsylla dahurica vicina","Lewis",2611,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","vicinoides","Smit, 1975","subspecies","Rhadinopsylla dahurica vicinoides","Lewis",2612,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","li","li","Argyropulo, 1941","subspecies","Rhadinopsylla li li","Lewis",2613,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","li","murium","Ioff & Tiflov, 1946","subspecies","Rhadinopsylla li murium","Lewis",2614,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","li","transbaikalica","Ioff & Tiflov, 1947","subspecies","Rhadinopsylla li transbaikalica","Lewis",2615,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","li","ventricosa","Ioff & Tiflov, 1946","subspecies","Rhadinopsylla li ventricosa","Lewis",2616,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","unipectinata","arabs","Jordan & Rothschild, 1921","subspecies","Rhinolophopsylla unipectinata arabs","Lewis",2617,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","unipectinata","indica","Jordan & Rothschild, 1921","subspecies","Rhinolophopsylla unipectinata indica","Lewis",2618,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","unipectinata","turkestanica","Ioff, 1953","subspecies","Rhinolophopsylla unipectinata turkestanica","Lewis",2619,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","unipectinata","unipectinata","(Taschenberg, 1880)","subspecies","Rhinolophopsylla unipectinata unipectinata","Lewis",2620,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","australis","australis","(Rothschild, 1904)","subspecies","Rhopalopsyllus australis australis","Lewis",2621,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","australis","mesus","Wagner, 1933","subspecies","Rhopalopsyllus australis mesus","Lewis",2622,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","australis","tamoyus","Jordan & Rothschild, 1923","subspecies","Rhopalopsyllus australis tamoyus","Lewis",2623,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","australis","tupinquinus","Guimaráes, 1940","subspecies","Rhopalopsyllus australis tupinquinus","Lewis",2624,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","australis","tupinus","Jordan & Rothschild, 1923","subspecies","Rhopalopsyllus australis tupinus","Lewis",2625,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","lugubris","cryptoctenes","(Enderlein, 1912)","subspecies","Rhopalopsyllus lugubris cryptoctenes","Lewis",2626,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","lugubris","lugubris","Jordan & Rothschild, 1908","subspecies","Rhopalopsyllus lugubris lugubris","Lewis",2627,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","lutzi","cleophontis","(Rothschild, 1904)","subspecies","Rhopalopsyllus lutzi cleophontis","Lewis",2628,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","lutzi","lutzi","(Baker, 1904)","subspecies","Rhopalopsyllus lutzi lutzi","Lewis",2629,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Sigmactenus","alticola","alticola","Traub, 1954","subspecies","Sigmactenus alticola alticola","Lewis",2630,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Sigmactenus","alticola","crassinavis","Durden & Beaucournu, 2000","subspecies","Sigmactenus alticola crassinavis","Lewis",2631,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Sigmactenus","alticola","pilosus","Durden & Beaucournu, 2000","subspecies","Sigmactenus alticola pilosus","Lewis",2632,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Spilopsyllus","inaequalis","inaequalis","(Baker, 1895)","subspecies","Spilopsyllus inaequalis inaequalis","Lewis",2633,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Spilopsyllus","inaequalis","interrupta","Jordan, 1925","subspecies","Spilopsyllus inaequalis interrupta","Lewis",2634,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Stenoponia","insperata","acmaea","Jordan, 1958","subspecies","Stenoponia insperata acmaea","Lewis",2635,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Stenoponia","insperata","gaudi","Beaucournu, 1974","subspecies","Stenoponia insperata gaudi","Lewis",2636,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Stenoponia","insperata","insperata","Weiss, 1930","subspecies","Stenoponia insperata insperata","Lewis",2637,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Stenoponia","insperata","megaera","Jordan, 1958","subspecies","Stenoponia insperata megaera","Lewis",2638,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Stenoponia","insperata","tenax","Jordan, 1958","subspecies","Stenoponia insperata tenax","Lewis",2639,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Stenoponia","insperata","thinophila","Jordan, 1958","subspecies","Stenoponia insperata thinophila","Lewis",2640,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Stenoponia","insperata","tingitana","Jordan, 1958","subspecies","Stenoponia insperata tingitana","Lewis",2641,0,"orig","Lewis0"
"Siphonaptera","Stephanocircidae","Stephanocircus","greeni","greeni","Traub & Dunnet, 1973","subspecies","Stephanocircus greeni greeni","Lewis",2642,0,"orig","Lewis0"
"Siphonaptera","Stephanocircidae","Stephanocircus","greeni","tasmanica","Traub & Dunnet, 1973","subspecies","Stephanocircus greeni tasmanica","Lewis",2643,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Sternopsylla","distincta","distincta","(Rothschild, 1903)","subspecies","Sternopsylla distincta distincta","Lewis",2644,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Sternopsylla","distincta","speciosa","Johnson, 1957","subspecies","Sternopsylla distincta speciosa","Lewis",2645,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Sternopsylla","distincta","texana","(C. Fox, 1914)","subspecies","Sternopsylla distincta texana","Lewis",2646,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Stivalius","aporus","aporus","Jordan & Rothschild, 1922","subspecies","Stivalius aporus aporus","Lewis",2647,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Stivalius","aporus","rectodigitus","Li & Wang, 1958","subspecies","Stivalius aporus rectodigitus","Lewis",2648,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Stivalius","cognatus","bamus","Traub, 1972","subspecies","Stivalius cognatus bamus","Lewis",2649,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Stivalius","cognatus","cognatus","Jordan & Rothschild, 1922","subspecies","Stivalius cognatus cognatus","Lewis",2650,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Stivalius","cognatus","spiramus","Jordan, 1926","subspecies","Stivalius cognatus spiramus","Lewis",2651,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Syngenopsyllus","calceatus","calceatus","(Rothschild, 1905)","subspecies","Syngenopsyllus calceatus calceatus","Lewis",2652,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Syngenopsyllus","calceatus","luchunensis","Huang, 1981","subspecies","Syngenopsyllus calceatus luchunensis","Lewis",2653,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Syngenopsyllus","calceatus","remotus","Li, Hai & Pan, 1991","subspecies","Syngenopsyllus calceatus remotus","Lewis",2654,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Synosternus","cleopatrae","cleopatrae","(Rothschild, 1903)","subspecies","Synosternus cleopatrae cleopatrae","Lewis",2655,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Synosternus","cleopatrae","pyramidis","(Rothschild, 1903)","subspecies","Synosternus cleopatrae pyramidis","Lewis",2656,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Typhloceras","favosum","asunicum","Jordan, 1938","subspecies","Typhloceras favosum asunicum","Lewis",2657,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Typhloceras","favosum","benrachidi","Beaucournu & Abdelkhalek, 1977","subspecies","Typhloceras favosum benrachidi","Lewis",2658,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Typhloceras","favosum","claramuntae","Beaucournu & Gosalbez, 1978","subspecies","Typhloceras favosum claramuntae","Lewis",2659,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Typhloceras","favosum","favosum","Jordan & Rothschild, 1914","subspecies","Typhloceras favosum favosum","Lewis",2660,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Typhloceras","favosum","rolandi","Jordan, 1938","subspecies","Typhloceras favosum rolandi","Lewis",2661,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Typhloceras","favosum","sintrensis","Ribeiro & Capela, 1988","subspecies","Typhloceras favosum sintrensis","Lewis",2662,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Typhloceras","poppei","orientalis","Mahnert & Beaucournu, 1985","subspecies","Typhloceras poppei orientalis","Lewis",2663,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Typhloceras","poppei","poppei","Wagner, 1903","subspecies","Typhloceras poppei poppei","Lewis",2664,0,"orig","Lewis0"
"Siphonaptera","Vermipsyllidae","Vermipsylla","asymmetrica","aSymmetrica","Liu, Wu & Wu, 1965","subspecies","Vermipsylla asymmetrica asymmetrica","Lewis",2665,0,"orig","Lewis0"
"Siphonaptera","Vermipsyllidae","Vermipsylla","asymmetrica","gonggaiensis","Bai & Lu, 2016","subspecies","Vermipsylla asymmetrica gonggaiensis","Lewis",2666,0,"orig","Lewis0"
"Siphonaptera","Vermipsyllidae","Vermipsylla","asymmetrica","lunata","Liu, Tsai & Wu, 1974","subspecies","Vermipsylla asymmetrica lunata","Lewis",2667,0,"orig","Lewis0"
"Siphonaptera","Vermipsyllidae","Vermipsylla","parallela","parallela","Liu, Wu & Wu, 1965","subspecies","Vermipsylla parallela parallela","Lewis",2668,0,"orig","Lewis0"
"Siphonaptera","Vermipsyllidae","Vermipsylla","parallela","rhinopithica","Li, 1985","subspecies","Vermipsylla parallela rhinopithica","Lewis",2669,0,"orig","Lewis0"
"Siphonaptera","Vermipsyllidae","Vermipsylla","perplexa","centrolasia","Liu, Wu & Wu, 1982","subspecies","Vermipsylla perplexa centrolasia","Lewis",2670,0,"orig","Lewis0"
"Siphonaptera","Vermipsyllidae","Vermipsylla","perplexa","perplexa","Smit, 1975","subspecies","Vermipsylla perplexa perplexa","Lewis",2671,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Wagnerina","tecta","aemulans","Mikulin, 1957","subspecies","Wagnerina tecta aemulans","Lewis",2672,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Wagnerina","tecta","biseta","Ioff, 1949","subspecies","Wagnerina tecta biseta","Lewis",2673,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Wagnerina","tecta","tecta","Ioff, 1946","subspecies","Wagnerina tecta tecta","Lewis",2674,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","cheopis","bantorum","Jordan, 1938","subspecies","Xenopsylla cheopis bantorum","Lewis",2675,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","cheopis","cheopis","(Rothschild, 1903)","subspecies","Xenopsylla cheopis cheopis","Lewis",2676,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","conformis","conformis","(Wagner, 1903)","subspecies","Xenopsylla conformis conformis","Lewis",2677,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","conformis","dipodis","Ioff, 1953","subspecies","Xenopsylla conformis dipodis","Lewis",2678,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","conformis","mycerini","(Rothschild, 1904)","subspecies","Xenopsylla conformis mycerini","Lewis",2679,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","gerbilli","caspica","Ioff, 1950","subspecies","Xenopsylla gerbilli caspica","Lewis",2680,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","gerbilli","gerbilli","(Wagner, 1903)","subspecies","Xenopsylla gerbilli gerbilli","Lewis",2681,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","gerbilli","minax","Jordan, 1926","subspecies","Xenopsylla gerbilli minax","Lewis",2682,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","hirsuta","hirsuta","Ingram, 1928","subspecies","Xenopsylla hirsuta hirsuta","Lewis",2683,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","hirsuta","multisetosa","Haeselbarth, 1964","subspecies","Xenopsylla hirsuta multisetosa","Lewis",2684,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","hirsuta","placidia","DeMeillon & Hardy, 1951","subspecies","Xenopsylla hirsuta placidia","Lewis",2685,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","sarodes","manyarensis","Hubbard, 1963","subspecies","Xenopsylla sarodes manyarensis","Lewis",2686,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","sarodes","sarodes","Jordan, 1937","subspecies","Xenopsylla sarodes sarodes","Lewis",2687,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","sarodes","serengetiensis","Hubbard, 1963","subspecies","Xenopsylla sarodes serengetiensis","Lewis",2688,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","trispinis","tenuis","Beaucournu & Kock, 1990","subspecies","Xenopsylla trispinis tenuis","Lewis",2689,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Xenopsylla","trispinis","trispinis","Waterson, 1911","subspecies","Xenopsylla trispinis trispinis","Lewis",2690,0,"orig","Lewis0"
"Siphonaptera","Xiphiopsyllidae","Xiphiopsylla","lippa","lippa","Jordan, 1933","subspecies","Xiphiopsylla lippa lippa","Lewis",2691,0,"orig","Lewis0"
"Siphonaptera","Xiphiopsyllidae","Xiphiopsylla","lippa","smithi","Hubbard, 1967","subspecies","Xiphiopsylla lippa smithi","Lewis",2692,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Akmepsylla","enderleini","divergens","Wagner, 1933, Glauertidos Smt, 1953","subspecies","Akmepsylla enderleini divergens","Lewis",2693,4,"orig","Lewis4"
"Siphonaptera","Pygiopsyllidae","Acanthopsylla","incerta",NA,"Holland, 1971","species","Acanthopsylla incerta","Lewis",2694,10,"orig","Lewis10"
"Siphonaptera","Leptopsyllidae","Acropsylla","girshami",NA,"Traub, 1950","species","Acropsylla girshami","Lewis",2695,20,"orig","Lewis20"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","bakeri",NA,"Wagner, 1933","species","Ceratophyllus bakeri","Lewis",2696,27,"orig","Lewis27"
"Siphonaptera","Ceratophyllidae","Ceratohyllus","peromysci",NA,"Stewart, 1928","species","Ceratohyllus peromysci","Lewis",2697,28,"orig","Lewis28"
"Siphonaptera","Stivaliidae","Stivalius","cacuminis",NA,"Smit, 1958","species","Stivalius cacuminis","Lewis",2698,29,"orig","Lewis29"
