"family","subfamily","genus","species","author","namePublishedInYear","synonym(s)","TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","gilvus","Jordan & Rothschild","1922",NA,"Lewis","335","Lewis335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","guinanensis","Wu & Li","1992",NA,"Lewis","336","Lewis336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","hagoromo","Jameson & Sakaguti","1959",NA,"Lewis","337","Lewis337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","hirundinis","(Curtis)","1826","Pulex  hirundinis Köhler, 1832 (junior homonym); Ceratophyllus hirundinis Chao, 1947 (junior homonym); Ceratophyllus hirundinis oiticus Peus, 1954; Ceratophyllus phaulius Rothschild, 1909; Ceratophyllus pinnatus Wagner, 1898; Ceratophyllus troglodytes Dampf, 1908","Lewis","338","Lewis338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","idius","Jordan & Rothschild","1922","Ceratophyllus sternacuminatus Brown, 1968","Lewis","339","Lewis339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","igii","Darskaya & Shiranovich","1971",NA,"Lewis","340","Lewis340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","lari","Holland","1951",NA,"Lewis","341","Lewis341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","liae","Wu & Li","1990",NA,"Lewis","342","Lewis342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","maculatus","Wagner","1927",NA,"Lewis","343","Lewis343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","nanshanensis","Tsai, Pan & Liu","1980",NA,"Lewis","344","Lewis344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","niger","C. Fox","1908","Ceratophyllus niger inflexus Jordan, 1929","Lewis","345","Lewis345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","olsufjevi","Scalon & Violovich","1961","Ceratophyllus breviprojectus Liu, Wu & Wu, 1966","Lewis","346","Lewis346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","orites","Jordan","1937",NA,"Lewis","347","Lewis347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","pelecani","Augustson","1942",NA,"Lewis","348","Lewis348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","petrochelidoni","Wagner","1936",NA,"Lewis","349","Lewis349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","phrillinae","Smit","1976",NA,"Lewis","350","Lewis350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","picatilis","Cai & Wu","1988",NA,"Lewis","351","Lewis351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","pullatus","Jordan & Rothschild","1920",NA,"Lewis","352","Lewis352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","qinghaiensis","Zhang & Ma","1985",NA,"Lewis","353","Lewis353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","rauschi","Holland","1960",NA,"Lewis","354","Lewis354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","riparius","Jordan & Rothschild","1920",NA,"Lewis","355","Lewis355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","rossittensis","Dampt","1913","Ceratophyllus corvinus Peus, 1941; Ceratophyllus rossittensis monasteriensis Peus, 1941","Lewis","356","Lewis356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","rusticus","Wagner","1903","Ceratophyllus dalei Rothschild, 1903","Lewis","357","Lewis357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","sclerapicalis","Tsai, Wu & Liu","1974",NA,"Lewis","358","Lewis358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","scopulorum","Holland","1952",NA,"Lewis","359","Lewis359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","sinicus","Jordan","1932","Ceratophyllus avicitelli Ioff, 1946","Lewis","360","Lewis360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","spinosus","Wagner","1903",NA,"Lewis","361","Lewis361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","styx concinnus","Scalon","1977",NA,"Lewis","362","Lewis362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","styx freyi","Nordberg","1935",NA,"Lewis","363","Lewis363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","styx styx","Rothschild","1900","Ceratophyllus flaveolus Rothschild 1909","Lewis","364","Lewis364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","titicacensis","Smit","1978",NA,"Lewis","365","Lewis365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","tribulis","Jordan","1926","Ceratophyllus gallinae kievensis Wagner, 1930; Ceratophyllus gallinae dilatus Dudolkina, 1946; Ceratophyllus passerius Li, 1952","Lewis","366","Lewis366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","vagabundus alpestris","Jordan","1926",NA,"Lewis","367","Lewis367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","vagabundus insularis","Rothschild","1906","Ceratophyllus dimi Mikulin, 1958","Lewis","368","Lewis368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","vagabundus vagabundus","(Boheman)","1866","Ceratophyllus digitalis Wahlgren, 1903; Ceratophyllus monedulae Wahlgren, 1907; Ceratophyllus vagabundus orientalis Wagner, 1930","Lewis","369","Lewis369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","wui","Wang & Liu","1996",NA,"Lewis","370","Lewis370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","zhovtyi","Emel'yanova & Goncharov","1966",NA,"Lewis","371","Lewis371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus",NA,"Curtis","1832","Ceratopsyllus Curtis, 1932","Lewis","372","Lewis372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","ailuropodae","Jeu, Wang & Li","1991",NA,"Lewis","373","Lewis373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","alia","Ioff","1946",NA,"Lewis","374","Lewis374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","appropinquans","(Wagner)","1930",NA,"Lewis","375","Lewis375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","caucasica","Smit","1953",NA,"Lewis","376","Lewis376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","dogieli","Ioff","1950",NA,"Lewis","377","Lewis377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","floridensis","I. Fox","1939",NA,"Lewis","378","Lewis378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","globiceps","(Taschenberg)","1880","Chaetopsylla kohauti Oudemans, 1910; Pulex vulpes Victor, 1840","Lewis","379","Lewis379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","gracilis","Lewis","1971",NA,"Lewis","380","Lewis380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","hangchowensis","Liu","1939",NA,"Lewis","381","Lewis381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","hohuana","Lein & Wang","1996",NA,"Lewis","382","Lewis382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","homoea","Rothschild","1906","Trichopsylla homoeus carenis Jordan, 1932","Lewis","383","Lewis383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","hyaenae","(Kolenati)","1846","Pulex striatus Kolenati, 1863","Lewis","384","Lewis384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","jamesoni","Sakaguti","1958",NA,"Lewis","385","Lewis385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","korobkovi","Tiflov & Kolpakova","1937",NA,"Lewis","386","Lewis386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","lasia","Rothschild","1906",NA,"Lewis","387","Lewis387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","lotoris","(Stewart)","1926",NA,"Lewis","388","Lewis388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","matina","(Jordan)","1925",NA,"Lewis","389","Lewis389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","media","Wu, Wu & Tsai","1979",NA,"Lewis","390","Lewis390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","mikado","Rothschild","1904","Chaetopsylla nocens Ioff, 1946","Lewis","391","Lewis391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","mirabilis","Ioff & Argyropulo","1934",NA,"Lewis","392","Lewis392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","rothschildi","Kohaut","1903","Cheetopsylla [sic] kakhetiana Savenko, 1949","Lewis","393","Lewis393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","setosa","Rothschild","1906",NA,"Lewis","394","Lewis394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","stewarti","Johnson","1955",NA,"Lewis","395","Lewis395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","trichosa","Kohaut","1903","Chaetopsylla trichosa avicenni Klein, 1963; Chaetopsylla trichosa hispanica Gil Collado, 1948","Lewis","396","Lewis396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","tuberculaticeps","(Bezzi)","1890","Vermipsylla strandi Wahlgren, 1903; Pulex ursi Rothschild, 1902","Lewis","397","Lewis397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","wenxianensis","Wang, Liu & Liu","1979",NA,"Lewis","398","Lewis398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","zhengi","Xie, H & Chao","1993",NA,"Lewis","399","Lewis399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla","zibellina","Ioff","1946",NA,"Lewis","400","Lewis400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermipsyllidae",NA,"Chaetopsylla",NA,"Kohaut","1903","Oncopsylla Wahlgren, 1903 (junior synonym); Achaetopsylla Argyropulo, 1948","Lewis","401","Lewis401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","aethiopica","Beaucournu & Morel","1992",NA,"Lewis","402","Lewis402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","capensis","DeMeillon","1947",NA,"Lewis","403","Lewis403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","carus","DeMeillon & Hardy","1953",NA,"Lewis","404","Lewis404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","coraxis","DeMeillon","1942",NA,"Lewis","405","Lewis405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","gariepensis","DeMeillon & Hardy","1953",NA,"Lewis","406","Lewis406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","godfreyi","Waterston","1913","Chiastopsylla couchae DeMeillon, 1940","Lewis","407","Lewis407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","monticola","DeMeillon & Hardy","1954",NA,"Lewis","408","Lewis408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","mulleri longisetis","Ingram","1927",NA,"Lewis","409","Lewis409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","mulleri mulleri","Ingram","1927",NA,"Lewis","410","Lewis410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","mulleri simplex","Haeselbarth","1965",NA,"Lewis","411","Lewis411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","nama","DeMeillon & Hardy","1951",NA,"Lewis","412","Lewis412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","numae","(Rothschild)","1904","Chiastopsylla numae klaveriana DeMeillon, 1940","Lewis","413","Lewis413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
