"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"CoL","xHN",NA,NA,"x5G",NA,NA,NA,NA,"Citellophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Citellophilus",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Citellophilus"
"CoL","xGA",NA,NA,"xG6",NA,NA,NA,NA,"Cleopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stephanocircidae",NA,"Cleopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Cleopsylla"
"CoL","xEC",NA,NA,"x4G",NA,NA,NA,NA,"Conorhinopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Conorhinopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Conorhinopsylla"
"CoL","x3J",NA,NA,"xS",NA,NA,NA,NA,"Conothobius",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Conothobius",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Conothobius"
"CoL","x8E",NA,NA,"x48",NA,NA,NA,NA,"Coorilla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Coorilla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Coorilla"
"CoL","xAY",NA,NA,"xAW",NA,NA,NA,NA,"Coptopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Coptopsyllidae",NA,"Coptopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Coptopsylla"
"CoL","xAW",NA,NA,"xAU",NA,NA,NA,NA,"Coptopsyllidae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Coptopsyllidae",NA,NA,NA,NA,NA,"family",NA,NA,NA,NA,"accepted",NA,NA,"Coptopsyllidae"
"CoL","xAU",NA,NA,"xA",NA,NA,NA,NA,"Coptopsylloidea",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"superfamily",NA,NA,NA,NA,"accepted",NA,NA,"Coptopsylloidea"
"CoL","xGN",NA,NA,"xG6",NA,NA,NA,NA,"Coronapsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stephanocircidae",NA,"Coronapsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Coronapsylla"
"CoL","xEY",NA,NA,"x4G",NA,NA,NA,NA,"Corrodopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Corrodopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Corrodopsylla"
"CoL","xDG",NA,NA,"x4G",NA,NA,NA,NA,"Corypsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Corypsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Corypsylla"
"CoL","xGC",NA,NA,"xG6",NA,NA,NA,NA,"Craneopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stephanocircidae",NA,"Craneopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Craneopsylla"
"CoL","x34",NA,NA,"xS",NA,NA,NA,NA,"Cratynius",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Cratynius",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Cratynius"
"CoL","xFN",NA,NA,"x4L",NA,NA,NA,NA,"Cryptopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae",NA,"Cryptopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Cryptopsylla"
"CoL","xBS",NA,NA,"xBJ",NA,NA,NA,NA,"Ctenidiosomus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pygiopsyllidae",NA,"Ctenidiosomus",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Ctenidiosomus"
