"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName","suggested","Hastriter_suggested","Hastriter_note","Hastriter_family"
"GBIF, CoL","1416821",NA,1416820,"1416800",NA,NA,NA,NA,"Concavopsylla pteromydis Nordberg, 1935",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Monopsyllus",NA,"pteromydis",NA,"species",NA,"Nordberg, 1935",NA,NA,"synonym",NA,NA,"Concavopsylla pteromydis","Ceratophyllus pteromydis","Certatophyllus pteromydis Nordberg, 1935 is a synonym of Monopsyllus indages Rothschild, 1908",NA,NA
"GBIF, CoL","1416824",NA,1416820,"1416800",NA,NA,NA,NA,"Concavopsylla tamias Wagner, 1927",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Monopsyllus",NA,"tamias",NA,"species",NA,"Wagner, 1927",NA,NA,"synonym",NA,NA,"Concavopsylla tamias","Ceratophyllus tamias","Ceratophyllus tamias Wagner, 1927 is a synonym of Monopsyllus indages Rothschild, 1908",NA,NA
"GBIF, CoL","4770153",NA,5050743,"1418195",NA,NA,NA,NA,"Typhlopsylla sklavinus Wagner, 1933",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"sklavinus",NA,"species",NA,"Wagner, 1933",NA,NA,"synonym",NA,NA,"Typhlopsylla sklavinus","Ctenophthalmus sklavinus",NA,NA,NA
"GBIF, CoL","1417557",NA,1417556,"1417542",NA,NA,NA,NA,"Typhlopsylla wui Hsu, 1935",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Nycteridopsylla",NA,"wui",NA,"species",NA,"Hsu, 1935",NA,NA,"synonym",NA,NA,"Typhlopsylla wui",NA,"Ischnopsyllus wui Hsü, 1935 is a synonym of Nycteridopsylla galba Dampf, 1910",NA,NA
"GBIF, CoL","6194497",NA,1418965,"1418953",NA,NA,NA,NA,"Nearctopsylla jordani columbiana (Wagner, 1949)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Nearctopsylla",NA,"jordani","columbiana","subspecies",NA,"(Wagner, 1949)",NA,NA,"synonym",NA,NA,"Nearctopsylla jordani columbiana",NA,"Nearctopsylla hygini columbiana Wagner, 1940 is a synonym of Nearctopsylla jordani Hubbard, 1940",NA,"Ctenophthalmidae"
"GBIF","4480785",NA,1416227,"1416217",NA,NA,NA,NA,"Chaetopsylla kakhetiana Savenko, 1949",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae",NA,"Chaetopsylla",NA,"kakhetiana",NA,"species",NA,"Savenko, 1949",NA,NA,"heterotypic synonym",NA,NA,"Chaetopsylla kakhetiana","Achaetopsylla kakhetiana",NA,NA,NA
"GBIF","7964269",NA,NA,"1416800",NA,NA,NA,NA,"Monopsyllus sciuri Kolenati, 1857",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Monopsyllus",NA,"sciuri",NA,"species",NA,"Kolenati, 1857",NA,NA,"accepted",NA,NA,"Monopsyllus sciuri",NA,"Monopsyllus sciuri Kolenati, 1857 is a colloquialism used to describe Monopsyllus sciurorum sciurorum (Schrank, 1803) and Pulex sciuri is considered a nomen nudum.",NA,NA
"GBIF","4770036",NA,NA,"5326",NA,NA,NA,NA,"Spinopsylla Ge & Ma, 1989",NA,NA,NA,NA,"Acta Zootaxonomica Sin 14 (1)",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Spinopsylla",NA,NA,NA,"genus",NA,"Ge & Ma, 1989",NA,NA,"doubtful",NA,NA,"Spinopsylla",NA,"Spinopsylla Ge & Ma, 1989 (a subgenus of Geusibia Jordan, 1932)",NA,NA
"GBIF, CoL","1416900",NA,1416899,"1416893",NA,NA,NA,NA,"Aetheca bakeri (Wagner, 1933)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Aetheca",NA,"bakeri",NA,"species",NA,"(Wagner, 1933)",NA,NA,"synonym",NA,NA,"Aetheca bakeri","Ceratophyllus bakeri","Synonym of Aetheca thamba (Jordan, 1929)",NA,NA
"GBIF, CoL","1416880",NA,1416877,"1416848",4480894,NA,NA,NA,"Aethopsylla segregatus (Wagner, 1930)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oropsylla",NA,"segregatus",NA,"species",NA,"(Wagner, 1930)",NA,NA,"synonym",NA,NA,"Aethopsylla segregatus","Paraceras segregatus","Synonym of Oropsylla silantiewi (Wagner, 1898)",NA,NA
"GBIF","4480833",NA,6194295,"9770335",4480838,NA,NA,NA,"Amalareus penicilliger mustelae (C.W.Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"penicilliger","mustelae","subspecies",NA,"(C.W.Dale, 1878)",NA,NA,"synonym",NA,NA,"Amalareus penicilliger mustelae",NA,"is a synonym of Amalaraeus penicilliger mustelae (Dale, 1878)",NA,NA
"GBIF, CoL","1416879",NA,1416877,"1416848",4480892,NA,NA,NA,"Aethopsylla crassus (Jordan & Rothschild, 1911)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oropsylla",NA,"crassus",NA,"species",NA,"(Jordan & Rothschild, 1911)",NA,NA,"synonym",NA,NA,"Aethopsylla crassus","Ceratophyllus crassus","Synonym of Oropsylla silantiewi (Wagner, 1898)",NA,NA
"GBIF, CoL","1417624",NA,1417623,"1417597",4480909,NA,NA,NA,"Hirtopsylla jubata (Wagner, 1898)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Ischnopsyllus",NA,"jubata",NA,"species",NA,"(Wagner, 1898)",NA,NA,"synonym",NA,NA,"Hirtopsylla jubata","Ceratophyllus jubata","Ceratophyllus jubata Wagner, 1898 is a synonym of Ischnopsyllus octactenus (Kolenati, 1856)",NA,NA
"GBIF, CoL","1417357",NA,NA,"1417343",NA,NA,NA,NA,"Spicata minidoka (Prince & Stark, 1951)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Spicata",NA,"minidoka",NA,"species",NA,"(Prince & Stark, 1951)",NA,NA,"accepted",NA,NA,"Spicata minidoka",NA,"Dactylopsylla minidoka  Prince & Stark, 1951 is a synonym of Spicata nuditenacula (Prince, 1945)",NA,NA
"GBIF, CoL","10641065",NA,1419468,"1419466",NA,NA,NA,NA,"Ctenocephalus canis (Bouche, 1835)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Ctenocephalides",NA,"canis",NA,"species",NA,"(Bouche, 1835)",NA,NA,"synonym",NA,NA,"Ctenocephalus canis",NA,"Ctenocephalides canis (Curtis, 1926)","incorrect author/date",NA
"GBIF, CoL","5051129",NA,1419468,"1419466",NA,NA,NA,NA,"Ctenocephalus canis (Duges, 1832)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Ctenocephalides",NA,"canis",NA,"species",NA,"(Duges, 1832)",NA,NA,"synonym",NA,NA,"Ctenocephalus canis",NA,"Ctenocephalides canis (Curtis, 1926)","incorrect author/date",NA
"GBIF","4480840",NA,1417422,"1417396",NA,NA,NA,NA,"Ceratophyllus gemina Ioff, 1946",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Callopsylla",NA,"gemina",NA,"species",NA,"Ioff, 1946",NA,NA,"homotypic synonym",NA,NA,"Ceratophyllus gemina","Callopsylla gemina","Callopsylla gemina (Ioff, 1946)",NA,NA
"GBIF","1417576",NA,NA,"5324",NA,NA,NA,NA,"Hirtopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Hirtopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"doubtful",NA,NA,"Hirtopsylla",NA,"Hirtopsylla was a subgenus erected by Argyropulo, 1948  for the genus Ischnopsylus but is no longer recognized.",NA,NA
"GBIF","4481004",NA,1419562,"1419561",NA,NA,NA,NA,"Ceratophyllus leporis Taschenberg, 1880",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Spilopsyllus",NA,"leporis",NA,"species",NA,"Taschenberg, 1880",NA,NA,"heterotypic synonym",NA,NA,"Ceratophyllus leporis",NA,NA,NA,NA
"GBIF, CoL","1419563",NA,1419562,"1419561",NA,NA,NA,NA,"Spilopsyllus goniocephalus (Taschenberg, 1880)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Spilopsyllus",NA,"goniocephalus",NA,"species",NA,"(Taschenberg, 1880)",NA,NA,"synonym",NA,NA,"Spilopsyllus goniocephalus","Pulex goniocephalus","Pulex goniocephalus Taschenberg, 1880 is a synonym of Spilopsyllus cuniculi (Dale, 1878)",NA,NA
"GBIF","4481003",NA,1419562,"1419561",NA,NA,NA,NA,"Pulex cuniculi C.W.Dale, 1878",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Spilopsyllus",NA,"cuniculi",NA,"species",NA,"C.W.Dale, 1878",NA,NA,"homotypic synonym",NA,NA,"Pulex cuniculi",NA,NA,NA,NA
"GBIF, CoL","1417232",NA,1417228,"1417115",NA,NA,NA,NA,"Ceratopsyllus troglodytes Dampf, 1908",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"troglodytes",NA,"species",NA,"Dampf, 1908",NA,NA,"synonym",NA,NA,"Ceratopsyllus troglodytes","Ceratophyllus troglodytes","Ceratophyllus troglodytes Dampf, 1908 is a synonym of Ceratophyllus hirundinis (Curtis, 1826)","Misspelling, Ceratopsyllus vs. Ceratophyllus",NA
"GBIF, CoL","1417229",NA,1417228,"1417115",NA,NA,NA,NA,"Ceratopsyllus pinnatus Wagner, 1898",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"pinnatus",NA,"species",NA,"Wagner, 1898",NA,NA,"synonym",NA,NA,"Ceratopsyllus pinnatus","Ceratophyllus pinnatus","Ceratophyllus pinnatus Wagner, 1898 is a synonym of Ceratophyllus hirundinis (Curtis, 1826","Misspelling, Ceratopsyllus vs. Ceratophyllus",NA
"GBIF","4480849",NA,1417228,"1417115",NA,NA,NA,NA,"Ceratophyllus oiticus Peus, 1954",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"oiticus",NA,"species",NA,"Peus, 1954",NA,NA,"heterotypic synonym",NA,NA,"Ceratophyllus oiticus",NA,NA,NA,NA
"GBIF, CoL","1416647",NA,1416646,"1416605",NA,NA,NA,NA,"Nomadopsylla brennani Augustson, 1944",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Thrassis",NA,"brennani",NA,"species",NA,"Augustson, 1944",NA,NA,"synonym",NA,NA,"Nomadopsylla brennani","Thrassis brennani","Thrassis brennani Augustson, 1944 is a synonym of Thrasssis fotus (Jordan, 1925)",NA,NA
"GBIF","4480818",NA,1416927,"1416905",NA,NA,NA,NA,"Ceratophyllus improvisus Ioff, 1946",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"improvisus",NA,"species",NA,"Ioff, 1946",NA,NA,"homotypic synonym",NA,"Originally found in sources as homotypic synonym of Amalareus improvisus (Ioff, 1946)","Ceratophyllus improvisus","Amalaraeus improvisus","Amalaraeus improvisus (Ioff, 1946)",NA,NA
"GBIF, CoL","1416648",NA,1416646,"1416605",NA,NA,NA,NA,"Nomadopsylla princei Hubbard, 1943",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Thrassis",NA,"princei",NA,"species",NA,"Hubbard, 1943",NA,NA,"synonym",NA,NA,"Nomadopsylla princei","Thrassis princei","Thrassis princei Hubbard, 1943 is a synonym of Thrassis fotus (Jordan, 1925)",NA,NA
"GBIF, CoL","1417231",NA,1417228,"1417115",NA,NA,NA,NA,"Ceratopsyllus phaulius Rothschild, 1909",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"phaulius",NA,"species",NA,"Rothschild, 1909",NA,NA,"synonym",NA,NA,"Ceratopsyllus phaulius","Ceratophyllus phaulius","Ceratophyllus phaulius Rothschild, 1909 is a synonym of Ceratophyllus hirundinis (Curtis, 1826)","Misspelling, Ceratopsyllus vs. Ceratophyllus (LWSL had ""extra"" author"" … removed on LWSL)",NA
"GBIF, CoL","1418119",NA,1418114,"1418042",NA,NA,NA,NA,"Amphipsylla thoracicus Rothschild, 1911",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Amphipsylla",NA,"thoracicus",NA,"species",NA,"Rothschild, 1911",NA,NA,"synonym",NA,NA,"Amphipsylla thoracicus","Ceratophyllus thoracicus","Ceratophyllus thoracicus Rothschild, 1911 is a synonym of Amphipsylla sibirica sibirca (Wagner, 1898)",NA,NA
"GBIF","4770147",NA,NA,"5324",NA,NA,NA,NA,"Tanglha Liu, Wu & Wu, 1977",NA,NA,NA,NA,"Acta Ent. Sin. 20",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Tanglha",NA,NA,NA,"genus",NA,"Liu, Wu & Wu, 1977",NA,NA,"doubtful",NA,NA,"Tanglha",NA,NA,NA,NA
"GBIF, CoL","1416991",NA,1416990,"1416967",NA,NA,NA,NA,"Megabothris baikalensis (Ioff, 1928)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Megabothris",NA,"baikalensis",NA,"species",NA,"(Ioff, 1928)",NA,NA,"synonym",NA,NA,"Megabothris baikalensis","Ceratophyllus baikalensis","Synonym of Megabothris rectangulatus (Wahlgren, 1903)",NA,NA
"GBIF, CoL","6194257",NA,1416868,"1416848",NA,NA,NA,NA,"Oropsylla alaskensis asiatica (Wagner, 1930)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oropsylla",NA,"alaskensis","asiatica","subspecies",NA,"(Wagner, 1930)",NA,NA,"synonym",NA,NA,"Oropsylla alaskensis asiatica",NA,"Oropsylla silantiewi asiatica Wagner, 1930 is a synonym of Oropsylla alaskensis alaskensis Baker, 1904",NA,NA
"GBIF, CoL","1416870",NA,1416868,"1416848",NA,NA,NA,NA,"Aethopsylla elana Jordan, 1929",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oropsylla",NA,"elana",NA,"species",NA,"Jordan, 1929",NA,NA,"synonym",NA,NA,"Aethopsylla elana","Oropsylla elana","Synonym of Oropsylla alaskensis alaskensis Baker, 1904",NA,NA
"GBIF, CoL","1416873",NA,1416868,"1416848",NA,NA,NA,NA,"Aethopsylla stejnegeri Jordan, 1937",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oropsylla",NA,"stejnegeri",NA,"species",NA,"Jordan, 1937",NA,NA,"synonym",NA,NA,"Aethopsylla stejnegeri","Oropsylla stejnegeri","Synonym of Oropsylla alaskensis alaskensis Baker, 1904",NA,NA
"GBIF, CoL","6194462",NA,NA,"1419340",NA,NA,NA,NA,"Euchoplopsyllus glacialis exoticus (Jordan & Rothschild, 1923)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"glacialis","exoticus","subspecies",NA,"(Jordan & Rothschild, 1923)",NA,NA,"accepted",NA,NA,"Euchoplopsyllus glacialis exoticus","Euhoplopsyllus glacialis exoticus","Euhoplopsyllus glacialis exoticus (Jordan & Rothschild, 1923","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","1418781",NA,1418780,"1418775",NA,NA,NA,NA,"Rhadinopsylla kobayashii (Nagahana, 1954)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Rhadinopsylla",NA,"kobayashii",NA,"species",NA,"(Nagahana, 1954)",NA,NA,"synonym",NA,NA,"Rhadinopsylla kobayashii","Rectofrontia kobayashii","Rectofrontia kobayashii Nagahana, 1954 is a synonym of Rhadinopsylla valenti Darskaya, 1949",NA,"Ctenophthalmidae"
"GBIF, CoL","1418782",NA,1418780,"1418775",NA,NA,NA,NA,"Rhadinopsylla shanghaiensis Liu & Chu, 1957",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Rhadinopsylla",NA,"shanghaiensis",NA,"species",NA,"Liu & Chu, 1957",NA,NA,"synonym",NA,NA,"Rhadinopsylla shanghaiensis",NA,"Rhadinopsylla dives shanghaiensis Liu & Chu, 1957 is a synonym of Rhadinopsylla valenti Darskaya, 1949",NA,"Ctenophthalmidae"
"GBIF, CoL","1418857",NA,1418856,"1418775",NA,NA,NA,NA,"Rhadinopsylla hamiltoni Dunn, 1923",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Rhadinopsylla",NA,"hamiltoni",NA,"species",NA,"Dunn, 1923",NA,NA,"synonym",NA,NA,"Rhadinopsylla hamiltoni","Neopsylla hamiltoni","Neopsylla hamiltoni Dunn, 1923 is a synonym of Rhadinopsylla fraterna (Baker, 1895)",NA,"Ctenophthalmidae"
"GBIF, CoL","7198709",NA,NA,"1419340",NA,NA,NA,NA,"Euchoplopsyllus glacialis glacialis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"glacialis","glacialis","subspecies",NA,"(Taschenberg, 1880)",NA,NA,"accepted",NA,NA,"Euchoplopsyllus glacialis glacialis","Euhoplopsyllus glacialis glacialis","Euhoplopsyllus glacialis glacialis (Taschenberg, 1880)","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF","4481000",NA,1419340,"1419339",NA,NA,NA,NA,"Pulex glacialis Taschenberg, 1880",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"glacialis",NA,"species",NA,"Taschenberg, 1880",NA,NA,"homotypic synonym",NA,"Originally found in sources as homotypic synonym of Euhoplopsyllus glacialis (Taschenberg, 1880)","Pulex glacialis",NA,"Genus spelling problem","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","1419344",NA,1419340,"1419339",NA,NA,NA,NA,"Euchoplopsyllus asiaticus (Wang & Liao, 1961)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"asiaticus",NA,"species",NA,"(Wang & Liao, 1961)",NA,NA,"synonym",NA,NA,"Euchoplopsyllus asiaticus",NA,NA,"(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","6194458",NA,NA,"1419340",NA,NA,NA,NA,"Euchoplopsyllus glacialis profugus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"glacialis","profugus","subspecies",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Euchoplopsyllus glacialis profugus","Euhoplopsyllus glacialis profugus","Euhoplopsyllus glacialis profugus (Jordan, 1925)","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","6194137",NA,NA,"1417038",NA,NA,NA,NA,"Paraceras flabellum sinensis Liu, 1935",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Paraceras",NA,"flabellum","sinensis","subspecies",NA,"Liu, 1935",NA,NA,"accepted",NA,NA,"Paraceras flabellum sinensis",NA,"Oropsylla sinensis Liu, 1935 is a synonym of Paraceras melis flabellum Wagner, 1916",NA,NA
"GBIF, CoL","1416420",NA,1416419,"1416402",NA,NA,NA,NA,"Polygenis sigmodoni Stewart, 1930",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Polygenis",NA,"sigmodoni",NA,"species",NA,"Stewart, 1930",NA,NA,"synonym",NA,NA,"Polygenis sigmodoni","Rhopalopsyllus sigmodoni","Rhopalopsyllus sigmodoni Stewart, 1930 is a synonym of Polygenis gwyni (C. Fox, 1914)",NA,NA
"GBIF","4770089",NA,NA,"5324",NA,NA,NA,NA,"Hexactenopsylla Oudemans, 1909",NA,NA,NA,NA,"Ent. Ber. Nederl. Ver., 3, no. 49",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Hexactenopsylla",NA,NA,NA,"genus",NA,"Oudemans, 1909",NA,NA,"doubtful",NA,NA,"Hexactenopsylla",NA,"Hexactenopsylla Oudemans, 1906 (a subgenus of Ischnopsyllus Westwood, 1833)",NA,NA
"GBIF","9580387",NA,NA,"5324",NA,NA,NA,NA,"Arixenia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Arixenia",NA,NA,NA,"genus",NA,NA,NA,NA,"doubtful",NA,NA,"Arixenia",NA,"Arixenia Jordan, 1909 (NON Flea, genus of Earwig)",NA,NA
"GBIF, CoL","6194356",NA,1417319,"1417236",NA,NA,NA,NA,"Nosopsyllus medus stylifer (Peus, 1978)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Nosopsyllus",NA,"medus","stylifer","subspecies",NA,"(Peus, 1978)",NA,NA,"synonym",NA,NA,"Nosopsyllus medus stylifer",NA,"Nosopsyllus londiniensis stylifer Peus, 1978 is a synonym of Nosopsyllus medus Joredan, 1938",NA,NA
"GBIF, CoL","1419259",NA,1419258,"1419255",NA,NA,NA,NA,"Corypsylloides setosifrons Stewart, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Corypsylla",NA,"setosifrons",NA,"species",NA,"Stewart, 1940",NA,NA,"synonym",NA,NA,"Corypsylloides setosifrons","Corypsylla setosifrons","Corypsylla setosifrons Stewart, 1940 is a synonym of Corypsylla ornata C. Fox, 1908",NA,"Ctenophthalmidae"
"GBIF, CoL","1417490",NA,1417488,"1417474",NA,NA,NA,NA,"Myodopsylloides notialis Jordan, 1937",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Myodopsylla",NA,"notialis",NA,"species",NA,"Jordan, 1937",NA,NA,"synonym",NA,NA,"Myodopsylloides notialis","Myodopsylla notialis","Myodopsylla notialis Jordan, 1937 is a synonym of Myodopsylla wolffsohni wolffsohni (Rothschild, 1903)",NA,NA
"GBIF, CoL","1417798",NA,NA,"1417762",NA,NA,NA,NA,"Frontopsylla diqiengensis Li Kueichen & Hsieh Paochi, 1974",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Frontopsylla",NA,"diqiengensis",NA,"species",NA,"Li Kueichen & Hsieh Paochi, 1974",NA,NA,"accepted",NA,NA,"Frontopsylla diqiengensis",NA,"Frontopsylla diqingensis Li & Hsieh, 1974","Misspelling, diqiengensis vs. diqingensis",NA
"GBIF, CoL","1419167",NA,NA,"1419147",NA,NA,NA,NA,"Hystrichopsylla mengdaensis Cai Liyun & Wu Wenzhen, 1994",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Hystrichopsylla",NA,"mengdaensis",NA,"species",NA,"Cai Liyun & Wu Wenzhen, 1994",NA,NA,"accepted",NA,NA,"Hystrichopsylla mengdaensis",NA,"Hystrichopsylla mengdanensis Cai & Wu, 1994","Misspelling, mengdaensis vs. mengdanensis",NA
"GBIF, CoL, NMNH","1419807",NA,NA,"1419804",NA,NA,NA,NA,"Parastivalius novaeguinae (Rothschild, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Parastivalius",NA,"novaeguinae",NA,"species",NA,"(Rothschild, 1904)",NA,NA,"accepted",NA,NA,"Parastivalius novaeguinae",NA,"Misspelling, novaeguinae vs. novaeguineae",NA,NA
"GBIF, CoL","1418993",NA,1418992,"1418978",NA,NA,NA,NA,"Atheropsylla walkeri Hubbard, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Meringis",NA,"walkeri",NA,"species",NA,"Hubbard, 1940",NA,NA,"synonym",NA,NA,"Atheropsylla walkeri","Meringis walkeri","Meringis walkeri Hubbard, 1940 is a synonym of Meringis hubbardi Kohls, 1938",NA,"Ctenophthalmidae"
"GBIF, CoL","1418994",NA,1418992,"1418978",NA,NA,NA,NA,"Atheropsylla jewetti Hubbard, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Meringis",NA,"jewetti",NA,"species",NA,"Hubbard, 1940",NA,NA,"synonym",NA,NA,"Atheropsylla jewetti","Meringis jewetti","Meringis jewetti Hubbard, 1940 is a synonym of Meringis hubbardi Kohls, 1938",NA,"Ctenophthalmidae"
