"id","order","family","genus","species","subspecies","taxonlevel","accid","canonical","source"
3573,"Siphonaptera","Pulicidae","Pulex","grossiventris",NA,"species",0,"Pulex grossiventris","GBIF"
3574,"Siphonaptera","Pulicidae","Pulex","hirsutus",NA,"species",0,"Pulex hirsutus","GBIF"
2814,"Siphonaptera","Ceratophyllidae","Pulex","hirundinis",NA,"species",338,"Pulex hirundinis","Lewis"
3355,"Siphonaptera","Pulicidae","Pulex","hominis",NA,"species",2249,"Pulex hominis","Lewis"
3577,"Siphonaptera","Pulicidae","Pulex","ignotus",NA,"species",0,"Pulex ignotus","GBIF"
2781,"Siphonaptera",NA,"Pulex","imperator",NA,"species",0,"Pulex imperator","Lewis"
3318,"Siphonaptera","Pulicidae","Pulex","iritans","fulvus","subspecies",2249,"Pulex iritans fulvus","Lewis"
2249,"Siphonaptera","Pulicidae","Pulex","irritans",NA,"species",0,"Pulex irritans","Lewis, CoL, NMNH, FMNH, GBIF"
2984,"Siphonaptera","Pulicidae","Pulex","irritans","bahiensis","subspecies",2249,"Pulex irritans bahiensis","Lewis, CoL, GBIF"
2985,"Siphonaptera","Pulicidae","Pulex","irritans","dugesii","subspecies",2252,"Pulex irritans dugesii","Lewis, GBIF"
5759,"Siphonaptera","Pulicidae","Pulex","irritans","fulvus","subspecies",2249,"Pulex irritans fulvus","CoL, GBIF"
3583,"Siphonaptera","Pulicidae","Pulex","irritans","irritans","subspecies",0,"Pulex irritans irritans","GBIF"
3584,"Siphonaptera","Pulicidae","Pulex","irritans","simulans","subspecies",0,"Pulex irritans simulans","GBIF"
3585,"Siphonaptera","Pulicidae","Pulex","keeni",NA,"species",0,"Pulex keeni","GBIF"
3131,"Siphonaptera","Pygiopsyllidae","Pulex","kerguelensis",NA,"species",1760,"Pulex kerguelensis","Lewis"
2250,"Siphonaptera","Pulicidae","Pulex","larimerius",NA,"species",0,"Pulex larimerius","Lewis, CoL, GBIF"
2905,"Siphonaptera","Ctenophthalmidae","Pulex","longispinus",NA,"species",1475,"Pulex longispinus","Lewis"
3589,"Siphonaptera","Pulicidae","Pulex","lutzii",NA,"species",0,"Pulex lutzii","GBIF"
3328,"Siphonaptera","Pulicidae","Pulex","metallescens",NA,"species",200,"Pulex metallescens","Lewis"
3593,"Siphonaptera","Pulicidae","Pulex","montanus",NA,"species",0,"Pulex montanus","GBIF"
3594,"Siphonaptera","Pulicidae","Pulex","multispinsus",NA,"species",0,"Pulex multispinsus","GBIF"
3153,"Siphonaptera","Pulicidae","Pulex","murinus",NA,"species",2646,"Pulex murinus","Lewis"
2893,"Siphonaptera","Leptopsyllidae","Pulex","musculi",NA,"species",1328,"Pulex musculi","Lewis"
2337,"Siphonaptera","Pulicidae","Pulex","mustelae",NA,"species",3599,"Pulex mustelae","GBIF"
3381,"Siphonaptera","Pulicidae","Pulex","nasuae",NA,"species",523,"Pulex nasuae","Lewis"
3385,"Siphonaptera","Pulicidae","Pulex","obscurus",NA,"species",523,"Pulex obscurus","Lewis"
3337,"Siphonaptera","Hystrichopsyllidae","Pulex","obtusiceps",NA,"species",1191,"Pulex obtusiceps","Lewis"
3372,"Siphonaptera","Pulicidae","Pulex","orientalis",NA,"species",2249,"Pulex orientalis","Lewis, CoL, GBIF"
3599,"Siphonaptera","Pulicidae","Pulex","penicilliger",NA,"species",0,"Pulex penicilliger","GBIF"
190,"Siphonaptera","Pulicidae","Pulex","penicilliger","penicilliger","subspecies",3599,"Pulex penicilliger penicilliger","GBIF"
191,"Siphonaptera","Pulicidae","Pulex","penicilliger","pyrenaicus","subspecies",3599,"Pulex penicilliger pyrenaicus","GBIF"
3340,"Siphonaptera","Pulicidae","Pulex","philippinensis",NA,"species",2646,"Pulex philippinensis","Lewis"
2251,"Siphonaptera","Pulicidae","Pulex","porcinus",NA,"species",0,"Pulex porcinus","Lewis, CoL, NMNH, FMNH, GBIF"
3187,"Siphonaptera","Pulicidae","Pulex","pullulorum",NA,"species",930,"Pulex pullulorum","Lewis"
3601,"Siphonaptera","Pulicidae","Pulex","pungens",NA,"species",0,"Pulex pungens","GBIF"
3026,"Siphonaptera","Tungidae","Pulex","reptans",NA,"species",2587,"Pulex reptans","Lewis"
3387,"Siphonaptera","Pulicidae","Pulex","rufus",NA,"species",523,"Pulex rufus","Lewis"
3139,"Siphonaptera","Pulicidae","Pulex","ruptoris",NA,"species",2089,"Pulex ruptoris","Lewis"
3603,"Siphonaptera","Pulicidae","Pulex","sciurorum",NA,"species",0,"Pulex sciurorum","GBIF"
705,"Siphonaptera","Pulicidae","Pulex","sciurorum","sciurorum","subspecies",3603,"Pulex sciurorum sciurorum","GBIF"
3389,"Siphonaptera","Pulicidae","Pulex","serraticeps",NA,"species",523,"Pulex serraticeps","Lewis"
2252,"Siphonaptera","Pulicidae","Pulex","simulans",NA,"species",0,"Pulex simulans","Lewis, CoL, NMNH, FMNH, GBIF"
2253,"Siphonaptera","Pulicidae","Pulex","sinoculus",NA,"species",0,"Pulex sinoculus","Lewis, CoL, NMNH, GBIF"
2824,"Siphonaptera","Vermipsyllidae","Pulex","striatus",NA,"species",384,"Pulex striatus","Lewis"
2929,"Siphonaptera","Ceratophyllidae","Pulex","talpae",NA,"species",1702,"Pulex talpae","Lewis"
3114,"Siphonaptera","Hystrichopsyllidae","Pulex","terrestris",NA,"species",1191,"Pulex terrestris","Lewis"
2782,"Siphonaptera",NA,"Pulex","terrestris","ferox","subspecies",0,"Pulex terrestris ferox","Lewis"
3192,"Siphonaptera","Tungidae","Pulex","testudo",NA,"species",1135,"Pulex testudo","Lewis"
3363,"Siphonaptera","Pulicidae","Pulex","tripolitanus",NA,"species",2646,"Pulex tripolitanus","Lewis"
2851,"Siphonaptera","Ctenophthalmidae","Pulex","typhlus",NA,"species",796,"Pulex typhlus","Lewis"
3183,"Siphonaptera","Vermipsyllidae","Pulex","ursi",NA,"species",397,"Pulex ursi","Lewis"
3349,"Siphonaptera","Ischnopsyllidae","Pulex","vespertilionis",NA,"species",1211,"Pulex vespertilionis","Lewis, GBIF"
3380,"Siphonaptera","Pulicidae","Pulex","vulgaris",NA,"species",2249,"Pulex vulgaris","Lewis, CoL, GBIF"
3181,"Siphonaptera","Vermipsyllidae","Pulex","vulpes",NA,"species",379,"Pulex vulpes","Lewis"
3216,"Siphonaptera","Ceratophyllidae","Pulex","wickhami",NA,"species",1835,"Pulex wickhami","Lewis"
3238,"Siphonaptera","Pulicidae","Pulex","witherbyi",NA,"species",2511,"Pulex witherbyi","Lewis"
2254,"Siphonaptera","Pulicidae","Pulicella","aenigma",NA,"species",0,"Pulicella aenigma","Lewis, CoL, GBIF"
2255,"Siphonaptera","Pulicidae","Pulicella","macrotheca",NA,"species",0,"Pulicella macrotheca","Lewis, CoL, GBIF"
3618,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","celebensis",NA,"species",0,"Pygiopsylla celebensis","GBIF"
2986,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","congrua",NA,"species",2257,"Pygiopsylla congrua","Lewis"
2256,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","hilli",NA,"species",0,"Pygiopsylla hilli","Lewis, CoL, GBIF"
2257,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","hoplia",NA,"species",0,"Pygiopsylla hoplia","Lewis, CoL, NMNH, GBIF"
2913,"Siphonaptera","Ceratophyllidae","Pygiopsylla","momonga",NA,"species",1541,"Pygiopsylla momonga","Lewis"
2258,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","phiola",NA,"species",0,"Pygiopsylla phiola","Lewis, CoL, NMNH, GBIF"
3623,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","sciuri",NA,"species",0,"Pygiopsylla sciuri","GBIF"
3230,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","spinata",NA,"species",2257,"Pygiopsylla spinata","Lewis, CoL, NMNH, GBIF"
2800,"Siphonaptera","Stivaliidae","Pygiopsylla","synetus",NA,"species",221,"Pygiopsylla synetus","Lewis"
3625,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","tiptoni",NA,"species",0,"Pygiopsylla tiptoni","GBIF"
2259,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","tunneyi",NA,"species",0,"Pygiopsylla tunneyi","Lewis, CoL, GBIF"
2260,"Siphonaptera","Pygiopsyllidae","Pygiopsylla","zethi",NA,"species",0,"Pygiopsylla zethi","Lewis"
2261,"Siphonaptera","Stivaliidae","Rectidigitus","ancisus",NA,"species",0,"Rectidigitus ancisus","Lewis, CoL, GBIF"
2262,"Siphonaptera","Stivaliidae","Rectidigitus","angularis",NA,"species",0,"Rectidigitus angularis","Lewis"
2263,"Siphonaptera","Stivaliidae","Rectidigitus","claviculatus",NA,"species",0,"Rectidigitus claviculatus","Lewis"
2264,"Siphonaptera","Stivaliidae","Rectidigitus","dittmarae",NA,"species",0,"Rectidigitus dittmarae","Lewis"
2265,"Siphonaptera","Stivaliidae","Rectidigitus","glomerospinosus",NA,"species",0,"Rectidigitus glomerospinosus","Lewis"
2266,"Siphonaptera","Stivaliidae","Rectidigitus","spooneri",NA,"species",0,"Rectidigitus spooneri","Lewis, CoL, GBIF"
2267,"Siphonaptera","Stivaliidae","Rectidigitus","szentivanyi",NA,"species",0,"Rectidigitus szentivanyi","Lewis, CoL, GBIF"
2268,"Siphonaptera","Stivaliidae","Rectidigitus","traubi",NA,"species",0,"Rectidigitus traubi","Lewis, CoL, NMNH, GBIF"
2998,"Siphonaptera","Ctenophthalmidae","Rectofrontia","kobayashii",NA,"species",2343,"Rectofrontia kobayashii","Lewis"
3637,"Siphonaptera",NA,"Rectofrontia","mexicana",NA,"species",0,"Rectofrontia mexicana","GBIF"
3638,"Siphonaptera",NA,"Rectofrontia","orama",NA,"species",0,"Rectofrontia orama","GBIF"
2994,"Siphonaptera","Ctenophthalmidae","Rectofrontia","pentactenus",NA,"species",2325,"Rectofrontia pentactenus","Lewis"
2269,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","accola",NA,"species",0,"Rhadinopsylla accola","Lewis, CoL, GBIF"
3147,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","acuminata",NA,"species",2314,"Rhadinopsylla acuminata","Lewis, CoL, GBIF"
2270,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","alphabetica",NA,"species",0,"Rhadinopsylla alphabetica","Lewis, CoL, GBIF"
2271,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","altaica",NA,"species",0,"Rhadinopsylla altaica","Lewis, CoL, GBIF"
2272,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","alticolae",NA,"species",0,"Rhadinopsylla alticolae","Lewis, CoL, GBIF"
2273,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","altifrons",NA,"species",0,"Rhadinopsylla altifrons","Lewis, CoL, GBIF"
2274,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","angusta",NA,"species",0,"Rhadinopsylla angusta","Lewis, CoL, GBIF"
2275,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","arborea",NA,"species",0,"Rhadinopsylla arborea","Lewis, CoL, GBIF"
2276,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","aspalacis",NA,"species",0,"Rhadinopsylla aspalacis","Lewis, CoL, GBIF"
2277,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","attenuata",NA,"species",0,"Rhadinopsylla attenuata","Lewis, CoL, GBIF"
2278,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","beillardae",NA,"species",0,"Rhadinopsylla beillardae","Lewis, CoL, GBIF"
2279,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","biconcava",NA,"species",0,"Rhadinopsylla biconcava","Lewis, CoL, GBIF"
2280,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","biloba",NA,"species",0,"Rhadinopsylla biloba","Lewis, CoL, GBIF"
2281,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","bivirgis",NA,"species",0,"Rhadinopsylla bivirgis","Lewis, CoL, GBIF"
2282,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","bureschi",NA,"species",0,"Rhadinopsylla bureschi","Lewis, CoL, GBIF"
2283,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","caiae",NA,"species",0,"Rhadinopsylla caiae","Lewis, CoL, GBIF"
2990,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","casta",NA,"species",2305,"Rhadinopsylla casta","Lewis, CoL, GBIF"
2284,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","caucasica",NA,"species",0,"Rhadinopsylla caucasica","Lewis, CoL, GBIF"
5795,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","caucasica","integella","subspecies",2284,"Rhadinopsylla caucasica integella","CoL, GBIF"
2285,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","cedestis",NA,"species",0,"Rhadinopsylla cedestis","Lewis, CoL, GBIF"
2286,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","concava",NA,"species",0,"Rhadinopsylla concava","Lewis, CoL, NMNH, GBIF"
9278,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","continentalis",NA,"species",2307,"Rhadinopsylla continentalis","GBIF"
3121,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","dahurica",NA,"species",0,"Rhadinopsylla dahurica","CoL, GBIF"
2287,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","dahurica","subspecies",0,"Rhadinopsylla dahurica dahurica","Lewis, CoL, GBIF"
2288,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","diclinica","subspecies",0,"Rhadinopsylla dahurica diclinica","Lewis, CoL, GBIF"
2289,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","sila","subspecies",0,"Rhadinopsylla dahurica sila","Lewis, CoL, GBIF"
2290,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","tjanschan","subspecies",0,"Rhadinopsylla dahurica tjanschan","Lewis, CoL, GBIF"
2291,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","vicina","subspecies",0,"Rhadinopsylla dahurica vicina","Lewis, CoL, GBIF"
2292,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dahurica","vicinoides","subspecies",0,"Rhadinopsylla dahurica vicinoides","Lewis, CoL, GBIF"
2293,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","difficilis",NA,"species",0,"Rhadinopsylla difficilis","Lewis, CoL, GBIF"
2294,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dinaromydis",NA,"species",0,"Rhadinopsylla dinaromydis","Lewis, CoL, GBIF"
2295,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dives",NA,"species",0,"Rhadinopsylla dives","Lewis, CoL, GBIF"
3234,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dives","shanghaiensis","subspecies",2343,"Rhadinopsylla dives shanghaiensis","Lewis"
2296,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","dolomydis",NA,"species",0,"Rhadinopsylla dolomydis","Lewis, CoL, GBIF"
2297,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","eivissensis",NA,"species",0,"Rhadinopsylla eivissensis","Lewis, CoL, GBIF"
2298,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","eothenomus",NA,"species",0,"Rhadinopsylla eothenomus","Lewis"
2299,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","flattispina",NA,"species",0,"Rhadinopsylla flattispina","Lewis, CoL, GBIF"
2300,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","fraterna",NA,"species",0,"Rhadinopsylla fraterna","Lewis, CoL, NMNH, FMNH, GBIF"
9266,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","fraternus",NA,"species",2300,"Rhadinopsylla fraternus","GBIF"
2301,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","golana",NA,"species",0,"Rhadinopsylla golana","Lewis, CoL, NMNH, GBIF"
5811,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","hamiltoni",NA,"species",2300,"Rhadinopsylla hamiltoni","CoL, GBIF"
2302,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","heiseri",NA,"species",0,"Rhadinopsylla heiseri","Lewis, CoL, NMNH, FMNH, GBIF"
2303,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","hoogstraali",NA,"species",0,"Rhadinopsylla hoogstraali","Lewis, CoL, GBIF"
2304,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","insolita",NA,"species",0,"Rhadinopsylla insolita","Lewis, CoL, NMNH, GBIF"
2305,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","integella",NA,"species",0,"Rhadinopsylla integella","Lewis, CoL, GBIF"
2988,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","integella","alpestris","subspecies",2284,"Rhadinopsylla integella alpestris","Lewis"
3684,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","integella","caucasica","subspecies",0,"Rhadinopsylla integella caucasica","GBIF"
3685,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","integella","dacica","subspecies",0,"Rhadinopsylla integella dacica","GBIF"
3686,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","integella","integella","subspecies",0,"Rhadinopsylla integella integella","GBIF"
3231,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","integella","nivalis","subspecies",2305,"Rhadinopsylla integella nivalis","Lewis, CoL, GBIF"
3319,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","integella","paramonovi","subspecies",2305,"Rhadinopsylla integella paramonovi","Lewis, CoL, GBIF"
2306,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","ioffi",NA,"species",0,"Rhadinopsylla ioffi","Lewis, CoL, GBIF"
2307,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","isacantha",NA,"species",0,"Rhadinopsylla isacantha","Lewis, CoL, GBIF"
2991,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","isacantha","continentalis","subspecies",2307,"Rhadinopsylla isacantha continentalis","Lewis, CoL, GBIF"
2308,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","jaonis",NA,"species",0,"Rhadinopsylla jaonis","Lewis, CoL, GBIF"
2309,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","japonica",NA,"species",0,"Rhadinopsylla japonica","Lewis, CoL, GBIF"
5862,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","kobayashii",NA,"species",2343,"Rhadinopsylla kobayashii","CoL, GBIF"
2310,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","kullmanni",NA,"species",0,"Rhadinopsylla kullmanni","Lewis, CoL, GBIF"
2311,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","leii",NA,"species",0,"Rhadinopsylla leii","Lewis, CoL, GBIF"
3149,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","li",NA,"species",0,"Rhadinopsylla li","CoL, GBIF"
2312,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","li","li","subspecies",0,"Rhadinopsylla li li","Lewis, CoL, GBIF"
2313,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","li","murium","subspecies",0,"Rhadinopsylla li murium","Lewis, CoL, GBIF"
2314,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","li","transbaikalica","subspecies",0,"Rhadinopsylla li transbaikalica","Lewis, CoL, GBIF"
2315,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","li","ventricosa","subspecies",0,"Rhadinopsylla li ventricosa","Lewis, CoL, GBIF"
2316,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","linta",NA,"species",0,"Rhadinopsylla linta","Lewis, CoL, GBIF"
2317,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","masculana",NA,"species",0,"Rhadinopsylla masculana","Lewis, CoL, NMNH, GBIF"
2318,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","media",NA,"species",0,"Rhadinopsylla media","Lewis, CoL, GBIF"
2319,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","mesa",NA,"species",0,"Rhadinopsylla mesa","Lewis, CoL, GBIF"
2320,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","mesoides",NA,"species",0,"Rhadinopsylla mesoides","Lewis, CoL, GBIF"
2992,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","mesoides","skuratowiczi","subspecies",2320,"Rhadinopsylla mesoides skuratowiczi","Lewis, CoL, GBIF"
2321,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","mexicana",NA,"species",0,"Rhadinopsylla mexicana","Lewis, CoL, NMNH, GBIF"
2322,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","multidenticulata",NA,"species",0,"Rhadinopsylla multidenticulata","Lewis, CoL, NMNH, FMNH, GBIF"
2323,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","ohnoi",NA,"species",0,"Rhadinopsylla ohnoi","Lewis, CoL, GBIF"
2993,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","onoi",NA,"species",2323,"Rhadinopsylla onoi","Lewis, CoL, GBIF"
2324,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","orama",NA,"species",0,"Rhadinopsylla orama","Lewis, CoL, NMNH, FMNH, GBIF"
2325,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","pentacantha",NA,"species",0,"Rhadinopsylla pentacantha","Lewis, CoL, NMNH, GBIF"
9304,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","pentacanthus",NA,"species",2325,"Rhadinopsylla pentacanthus","GBIF"
2326,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","pilosa",NA,"species",0,"Rhadinopsylla pilosa","Lewis, CoL, GBIF"
3232,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","pitymydis",NA,"species",2307,"Rhadinopsylla pitymydis","Lewis, CoL, GBIF"
2327,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","pseudodahurica",NA,"species",0,"Rhadinopsylla pseudodahurica","Lewis, CoL, GBIF"
2328,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","rauschi",NA,"species",0,"Rhadinopsylla rauschi","Lewis, CoL, GBIF"
2329,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","rhigalea",NA,"species",0,"Rhadinopsylla rhigalea","Lewis, CoL, GBIF"
2330,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","rothschildi",NA,"species",0,"Rhadinopsylla rothschildi","Lewis, CoL, GBIF"
2331,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","rotunditruncata",NA,"species",0,"Rhadinopsylla rotunditruncata","Lewis, CoL, GBIF"
2332,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","sectilis",NA,"species",0,"Rhadinopsylla sectilis","Lewis, NMNH, FMNH"
3233,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","sectilis","goodi","subspecies",2332,"Rhadinopsylla sectilis goodi","Lewis, CoL, NMNH, GBIF"
3176,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","sectilis","sectilis","subspecies",0,"Rhadinopsylla sectilis sectilis","CoL, NMNH, FMNH, GBIF"
2333,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","semenovi",NA,"species",0,"Rhadinopsylla semenovi","Lewis, CoL, GBIF"
5863,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","shanghaiensis",NA,"species",2343,"Rhadinopsylla shanghaiensis","CoL, GBIF"
9297,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","skuratowiczi",NA,"species",2320,"Rhadinopsylla skuratowiczi","GBIF"
2334,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","sobrina",NA,"species",0,"Rhadinopsylla sobrina","Lewis, CoL, GBIF"
2335,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","socia",NA,"species",0,"Rhadinopsylla socia","Lewis, CoL, GBIF"
3731,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","srama",NA,"species",0,"Rhadinopsylla srama","GBIF"
2336,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","stenofrontia",NA,"species",0,"Rhadinopsylla stenofrontia","Lewis, CoL, GBIF"
2337,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","strouhali",NA,"species",0,"Rhadinopsylla strouhali","Lewis, CoL, GBIF"
2338,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","subtilis",NA,"species",0,"Rhadinopsylla subtilis","Lewis"
2339,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","syriaca",NA,"species",0,"Rhadinopsylla syriaca","Lewis, CoL, GBIF"
2340,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","tenella",NA,"species",0,"Rhadinopsylla tenella","Lewis, CoL, GBIF"
2341,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","ucrainica",NA,"species",0,"Rhadinopsylla ucrainica","Lewis, CoL, GBIF"
2997,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","ukrainica",NA,"species",2341,"Rhadinopsylla ukrainica","Lewis, CoL, GBIF"
2342,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","ulangensis",NA,"species",0,"Rhadinopsylla ulangensis","Lewis, CoL, GBIF"
2343,"Siphonaptera","Ctenophthalmidae","Rhadinopsylla","valenti",NA,"species",0,"Rhadinopsylla valenti","Lewis, CoL, GBIF"
3190,"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","xizangensis",NA,"species",0,"Rhadinopsylla xizangensis","CoL, GBIF"
2345,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","ashworthi",NA,"species",0,"Rhinolophopsylla ashworthi","Lewis, CoL, GBIF"
2346,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","capensis",NA,"species",0,"Rhinolophopsylla capensis","Lewis, CoL, NMNH, GBIF"
2347,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","ectopa",NA,"species",0,"Rhinolophopsylla ectopa","Lewis, CoL, GBIF"
3194,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","hispanica",NA,"species",3195,"Rhinolophopsylla hispanica","CoL, GBIF"
2348,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","traubi",NA,"species",0,"Rhinolophopsylla traubi","Lewis"
3195,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","unipectinata",NA,"species",0,"Rhinolophopsylla unipectinata","CoL, GBIF"
2349,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","unipectinata","arabs","subspecies",0,"Rhinolophopsylla unipectinata arabs","Lewis, CoL, NMNH, GBIF"
2350,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","unipectinata","indica","subspecies",0,"Rhinolophopsylla unipectinata indica","Lewis, CoL, GBIF"
2351,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","unipectinata","turkestanica","subspecies",0,"Rhinolophopsylla unipectinata turkestanica","Lewis, CoL, GBIF"
2352,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla","unipectinata","unipectinata","subspecies",0,"Rhinolophopsylla unipectinata unipectinata","Lewis, CoL, NMNH"
2972,"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","agilis",NA,"species",2192,"Rhopalopsyllus agilis","Lewis"
3200,"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","australis",NA,"species",0,"Rhopalopsyllus australis","CoL, NMNH, GBIF"
2353,"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","australis","australis","subspecies",0,"Rhopalopsyllus australis australis","Lewis, CoL, NMNH, GBIF"
