"order","family","genus","species","subspecies","author","taxonlevel","canonical","source","merge_tag","id","accid"
"Siphonaptera","Hystrichopsyllidae","Strepsylla","davisae",NA,"Traub & Johnson, 1952","species","Strepsylla davisae","NMNH","orig",7178,1765
"Siphonaptera","Hystrichopsyllidae","Strepsylla","machadoi",NA,"Barrera & Traub, 1963","species","Strepsylla machadoi","NMNH","orig",7179,1769
"Siphonaptera","Hystrichopsyllidae","Strepsylla","mina",NA,"Traub, 1950","species","Strepsylla mina","NMNH","orig",7180,1770
"Siphonaptera","Hystrichopsyllidae","Strepsylla","taluna",NA,"Traub & Johnson, 1952","species","Strepsylla taluna","NMNH","orig",7181,1773
"Siphonaptera","Rhopalopsyllidae","Polygenis","adocetus",NA,"Traub, 1950","species","Polygenis adocetus","NMNH","orig",7182,1543
"Siphonaptera","Rhopalopsyllidae","Polygenis","martinezbaezi",NA,"Vargas, 1951","species","Polygenis martinezbaezi","NMNH","orig",7183,1559
"Siphonaptera","Rhopalopsyllidae","Polygenis","vazquezi",NA,"Vargas, 1951","species","Polygenis vazquezi","NMNH","orig",7184,1570
"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis","affinis","Baker, 1904","subspecies","Euhoplopsyllus glacialis affinis","NMNH","orig",7185,2298
"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis","foxi","Ewing, 1924","subspecies","Euhoplopsyllus glacialis foxi","NMNH","orig",7186,2300
"Siphonaptera","Pulicidae","Hoplopsyllus","anomalus",NA,"Baker, 1904","species","Hoplopsyllus anomalus","NMNH","orig",7187,756
"Siphonaptera","Pulicidae","Pulex","porcinus",NA,"Jordan & Rothschild, 1923","species","Pulex porcinus","NMNH","orig",7188,1586
"Siphonaptera","Leptopsyllidae","Leptopsylla","algira","agadirensis","Hastriter & Tipton, 1975","subspecies","Leptopsylla algira agadirensis","NMNH","orig",7189,2378
"Siphonaptera","Leptopsyllidae","Caenopsylla","mira",NA,"Rothschild, 1909","species","Caenopsylla mira","NMNH","orig",7190,157
"Siphonaptera","Leptopsyllidae","Leptopsylla","algira",NA,"","species","Leptopsylla algira","NMNH","orig",7191,6379
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","andorrensis",NA,"","species","Ctenophthalmus andorrensis","NMNH","orig",7192,6224
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","andorrensis","veletensis","B. et al., 1973","subspecies","Ctenophthalmus andorrensis veletensis","NMNH","orig",7193,2143
"Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","masculana",NA,"Jordan & Rothschild, 1912","species","Rhadinopsylla masculana","NMNH","orig",7194,1642
"Siphonaptera","Hystrichopsyllidae","Stenoponia","tripectinata","insperata","Weise, 1930","subspecies","Stenoponia tripectinata insperata","NMNH","orig",7195,6558
"Siphonaptera","Hystrichopsyllidae","Stenoponia","tripectinata","megaera","Jordan, 1958","subspecies","Stenoponia tripectinata megaera","NMNH","orig",7196,6561
"Siphonaptera","Hystrichopsyllidae","Stenoponia","tripectinata","thinophila","Jordan, 1958","subspecies","Stenoponia tripectinata thinophila","NMNH","orig",7197,6564
"Siphonaptera","Hystrichopsyllidae","Typhloceras","favosum","favosum","Jordan & Rothschild, 1914","subspecies","Typhloceras favosum favosum","NMNH","orig",7198,2660
"Siphonaptera","Pulicidae","Archaeopsylla","erinacei","maura","Jordan & Rothschild, 1912","subspecies","Archaeopsylla erinacei maura","NMNH","orig",7199,2052
"Siphonaptera","Pulicidae","Xenopsylla","blanci",NA,"Smit, 1957","species","Xenopsylla blanci","NMNH","orig",7200,1901
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","calceatus",NA,"","species","Ctenophthalmus calceatus","NMNH","orig",7201,6236
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","calceatus","tholatus","Traub, 1963","subspecies","Ctenophthalmus calceatus tholatus","NMNH","orig",7202,2177
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","smithersi",NA,"Demeillon, 1950","species","Ctenophthalmus smithersi","NMNH","orig",7203,490
"Siphonaptera","Hystrichopsyllidae","Dinopsyllus","ellobius",NA,"Rothschild, 1905","species","Dinopsyllus ellobius","NMNH","orig",7204,553
"Siphonaptera","Pulicidae","Ctenocephalides","felis","damarensis","Jordan, 1936","subspecies","Ctenocephalides felis damarensis","NMNH","orig",7205,6221
"Siphonaptera","Pulicidae","Xenopsylla","cornigera",NA,"Smit, 1956","species","Xenopsylla cornigera","NMNH","orig",7206,1905
"Siphonaptera","Pulicidae","Xenopsylla","syngenis",NA,"Jordan, 1937","species","Xenopsylla syngenis","NMNH","orig",7207,1957
"Siphonaptera","Stivaliidae","Lentistivalius","alienus",NA,"Smit, 1958","species","Lentistivalius alienus","NMNH","orig",7208,877
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","mulleri","mulleri","Ingram, 1927","subspecies","Chiastopsylla mulleri mulleri","NMNH","orig",7209,2084
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","nama",NA,"Demeillon & Hardy, 1951","species","Chiastopsylla nama","NMNH","orig",7210,293
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","pitchfordi",NA,"Ingram, 1927","species","Chiastopsylla pitchfordi","NMNH","orig",7211,297
"Siphonaptera","Chimaeropsyllidae","Epirimia","aganippes",NA,"Rothschild, 1904","species","Epirimia aganippes","NMNH","orig",7212,651
"Siphonaptera","Pulicidae","Procaviopsylla","angolensis",NA,"Jordan, 1925","species","Procaviopsylla angolensis","NMNH","orig",7213,1576
"Siphonaptera","Pulicidae","Xenopsylla","versuta",NA,"Jordan, 1925","species","Xenopsylla versuta","NMNH","orig",7214,1963
"Siphonaptera","Leptopsyllidae","Paradoxopsyllus","acanthus",NA,"Lewis, 1974","species","Paradoxopsyllus acanthus","NMNH","orig",7215,1384
"Siphonaptera","Leptopsyllidae","Paradoxopsyllus","digitatus",NA,"Lewis, 1973","species","Paradoxopsyllus digitatus","NMNH","orig",7216,1394
"Siphonaptera","Leptopsyllidae","Paradoxopsyllus","oribatus",NA,"Lewis, 1973","species","Paradoxopsyllus oribatus","NMNH","orig",7217,1416
"Siphonaptera","Leptopsyllidae","Amphipsylla","kulkarnii",NA,"Lewis, 1981","species","Amphipsylla kulkarnii","NMNH","orig",7218,71
"Siphonaptera","Hystrichopsyllidae","Palaeopsylla","helenae",NA,"Lewis, 1973","species","Palaeopsylla helenae","NMNH","orig",7219,1301
"Siphonaptera","Vermipsyllidae","Chaetopsylla","gracilis",NA,"Lewis, 1971","species","Chaetopsylla gracilis","NMNH","orig",7220,265
"Siphonaptera","Ceratophyllidae","Smitipsylla","maseri",NA,"Lewis, 1971","species","Smitipsylla maseri","NMNH","orig",7221,1694
"Siphonaptera","Leptopsyllidae","Paradoxopsyllus","hollandi",NA,"Lewis, 1973","species","Paradoxopsyllus hollandi","NMNH","orig",7222,1400
"Siphonaptera","Leptopsyllidae","Paradoxopsyllus","magnificus",NA,"Lewis, 1973","species","Paradoxopsyllus magnificus","NMNH","orig",7223,1412
"Siphonaptera","Leptopsyllidae","Paradoxopsyllus","mustangensis",NA,"Lewis, 1974","species","Paradoxopsyllus mustangensis","NMNH","orig",7224,1414
"Siphonaptera","Leptopsyllidae","Peromyscopsylla","himalaica",NA,"","species","Peromyscopsylla himalaica","NMNH","orig",7225,2581
"Siphonaptera","Hystrichopsyllidae","Palaeopsylla","tauberi",NA,"Lewis, 1973","species","Palaeopsylla tauberi","NMNH","orig",7226,6489
"Siphonaptera","Ancistropsyllidae","Ancistropsylla","nepalensis",NA,"Lewis, 1968","species","Ancistropsylla nepalensis","NMNH","orig",7227,92
"Siphonaptera","Leptopsyllidae","Paradoxopsyllus","custodis",NA,"Jordan, 1932","species","Paradoxopsyllus custodis","NMNH","orig",7228,1391
"Siphonaptera","Ceratophyllidae","Ceratophyllus","rusticus",NA,"Wagner, 1903","species","Ceratophyllus rusticus","NMNH","orig",7229,249
"Siphonaptera","Pygiopsyllidae","Tiflovia","stellalpestris",NA,"Traub, 1977","species","Tiflovia stellalpestris","NMNH","orig",7230,1837
"Siphonaptera","Pygiopsyllidae","Tiflovia","pachnopoata",NA,"Traub, 1977","species","Tiflovia pachnopoata","NMNH","orig",7231,1836
"Siphonaptera","Leptopsyllidae","Sigmactenus","cavifrons",NA,"Smit, 1975","species","Sigmactenus cavifrons","NMNH","orig",7232,1687
"Siphonaptera","Leptopsyllidae","Sigmactenus","toxopeusi",NA,"Smit, 1953","species","Sigmactenus toxopeusi","NMNH","orig",7233,1691
"Siphonaptera","Pulicidae","Xenopsylla","papuensis",NA,"Jordan, 1933","species","Xenopsylla papuensis","NMNH","orig",7234,1942
"Siphonaptera","Pygiopsyllidae","Bibikovana","laciniosa","laciniosa","Rothschild, 1908","subspecies","Bibikovana laciniosa laciniosa","NMNH","orig",7235,2058
"Siphonaptera","Pygiopsyllidae","Bibikovana","laciniosa",NA,"","species","Bibikovana laciniosa","NMNH","orig",7236,6170
"Siphonaptera","Pygiopsyllidae","Pygiopsylla","spinata",NA,"Holland, 1969","species","Pygiopsylla spinata","NMNH","orig",7237,1592
"Siphonaptera","Stivaliidae","Metastivalius","anaxilas",NA,"Rothschild, 1934","species","Metastivalius anaxilas","NMNH","orig",7238,1034
"Siphonaptera","Stivaliidae","Metastivalius","mordax",NA,"Rothschild, 1908","species","Metastivalius mordax","NMNH","orig",7239,1038
"Siphonaptera","Stivaliidae","Orthopsylloides","abacetus",NA,"Jordan & Rothschild, 1922","species","Orthopsylloides abacetus","NMNH","orig",7240,1269
"Siphonaptera","Stivaliidae","Papuapsylla","alticola",NA,"Jordan, 1937","species","Papuapsylla alticola","NMNH","orig",7241,1338
"Siphonaptera","Stivaliidae","Papuapsylla","barretti",NA,"Holland, 1969","species","Papuapsylla barretti","NMNH","orig",7242,1339
"Siphonaptera","Stivaliidae","Papuapsylla","corrugis",NA,"Jordan, 1933","species","Papuapsylla corrugis","NMNH","orig",7243,1340
"Siphonaptera","Stivaliidae","Parastivalius","novaeguinae",NA,"Rothschild, 1904","species","Parastivalius novaeguinae","NMNH","orig",7244,6497
"Siphonaptera","Stivaliidae","Rectidigitus","traubi",NA,"Holland, 1969","species","Rectidigitus traubi","NMNH","orig",7245,1603
"Siphonaptera","Stivaliidae","Striopsylla","vandeuseni",NA,"Holland, 1969","species","Striopsylla vandeuseni","NMNH","orig",7246,1782
"Siphonaptera","Stivaliidae","Striopsylla","rugata",NA,"Jordan, 1937","species","Striopsylla rugata","NMNH","orig",7247,1781
"Siphonaptera","Stivaliidae","Traubia","vandeuseni",NA,"Holland, 1969","species","Traubia vandeuseni","NMNH","orig",7248,1849
"Siphonaptera","Rhopalopsyllidae","Parapsyllus","nestoris","nestoris","Smit, 1965","subspecies","Parapsyllus nestoris nestoris","NMNH","orig",7249,2563
"Siphonaptera","Rhopalopsyllidae","Parapsyllus","nestoris",NA,"","species","Parapsyllus nestoris","NMNH","orig",7250,6496
"Siphonaptera","Ceratophyllidae","Kohlsia","graphis","graphis","Rothschild, 1909","subspecies","Kohlsia graphis graphis","NMNH","orig",7251,2372
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","atomus",NA,"Jordan & Rothschild, 1913","species","Ctenophthalmus atomus","NMNH","orig",7252,391
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","bacopus",NA,"Jordan, 1933","species","Ctenophthalmus bacopus","NMNH","orig",7253,392
"Siphonaptera","Leptopsyllidae","Amphipsylla","sibirica","sibirica","Wagner, 1898","subspecies","Amphipsylla sibirica sibirica","NMNH","orig",7254,2039
"Siphonaptera","Leptopsyllidae","Peromyscopsylla","bidentata",NA,"","species","Peromyscopsylla bidentata","NMNH","orig",7255,6507
"Siphonaptera","Leptopsyllidae","Ophthalmopsylla","celata",NA,"Traub, 1965","species","Ophthalmopsylla celata","NMNH","orig",7256,1222
"Siphonaptera","Leptopsyllidae","Acropsylla","traubi",NA,"Lewis, 1973","species","Acropsylla traubi","NMNH","orig",7257,21
"Siphonaptera","Hystrichopsyllidae","Palaeopsylla","setzeri",NA,"Traub & Evans, 1967","species","Palaeopsylla setzeri","NMNH","orig",7258,1329
"Siphonaptera","Ceratophyllidae","Callopsylla","dolabris",NA,"Jordan & Rothschild, 1911","species","Callopsylla dolabris","NMNH","orig",7259,165
"Siphonaptera","Leptopsyllidae","Amphipsylla","montana",NA,"Argyropulo, 1946","species","Amphipsylla montana","NMNH","orig",7260,72
"Siphonaptera","Leptopsyllidae","Amphipsylla","montium",NA,"Jordan, 1944","species","Amphipsylla montium","NMNH","orig",7261,73
"Siphonaptera","Leptopsyllidae","Frontopsylla","ambigua",NA,"Feduna, 1946","species","Frontopsylla ambigua","NMNH","orig",7262,678
"Siphonaptera","Ceratophyllidae","Callopsylla","caspia","fragilis","Mikulin, 1953","subspecies","Callopsylla caspia fragilis","NMNH","orig",7263,2068
"Siphonaptera","Leptopsyllidae","Leptopsylla","pamirensis",NA,"Ioff, 1946","species","Leptopsylla pamirensis","NMNH","orig",7264,887
"Siphonaptera","Leptopsyllidae","Phaenopsylla","kopetdag",NA,"Ioff, 1946","species","Phaenopsylla kopetdag","NMNH","orig",7265,1485
"Siphonaptera","Hystrichopsyllidae","Neopsylla","hissarica",NA,"Ioff & Sosnina, 1950","species","Neopsylla hissarica","NMNH","orig",7266,1115
"Siphonaptera","Hystrichopsyllidae","Neopsylla","pleskei",NA,"","species","Neopsylla pleskei","NMNH","orig",7267,6423
"Siphonaptera","Hystrichopsyllidae","Neopsylla","secura",NA,"","species","Neopsylla secura","NMNH","orig",7268,6424
"Siphonaptera","Hystrichopsyllidae","Xenodaeria","telios",NA,"Jordan, 1932","species","Xenodaeria telios","NMNH","orig",7269,1894
"Siphonaptera","Pulicidae","Pariodontis","riggenbachi","wernecki","Costa Lima, 1940","subspecies","Pariodontis riggenbachi wernecki","NMNH","orig",7270,2566
"Siphonaptera","Pulicidae","Xenopsylla","hussaini",NA,"Sharif, 1930","species","Xenopsylla hussaini","NMNH","orig",7271,1927
"Siphonaptera","Pulicidae","Xenopsylla","skrjabini",NA,"Ioff, 1930","species","Xenopsylla skrjabini","NMNH","orig",7272,1955
"Siphonaptera","Ceratophyllidae","Jellisonia","johnsonae",NA,"Tipton & Mendez, 1961","species","Jellisonia johnsonae","NMNH","orig",7273,828
"Siphonaptera","Ischnopsyllidae","Ptilopsylla","leptina","dunni","","subspecies","Ptilopsylla leptina dunni","NMNH","orig",7274,2604
"Siphonaptera","Tungidae","Rhynchopsyllus","megastigmata",NA,"","species","Rhynchopsyllus megastigmata","NMNH","orig",7275,747
"Siphonaptera","Stephanocircidae","Plocopsylla","scotinomi",NA,"Tipton & Mendez, 1966","species","Plocopsylla scotinomi","NMNH","orig",7276,1522
"Siphonaptera","Ceratophyllidae","Dasypsyllus","lasius","venezuelensis","Fox & Anduze, 1947","subspecies","Dasypsyllus lasius venezuelensis","NMNH","orig",7277,2290
"Siphonaptera","Ceratophyllidae","Baculomeris","altmani",NA,"Tipton & Mendez, 1961","species","Baculomeris altmani","NMNH","orig",7278,135
"Siphonaptera","Rhopalopsyllidae","Polygenis","klagesi","klagesi","Rothschild, 1904","subspecies","Polygenis klagesi klagesi","NMNH","orig",7279,6518
"Siphonaptera","Rhopalopsyllidae","Polygenis","klagesi","samuelis","Jordan & Rothschild, 1923","subspecies","Polygenis klagesi samuelis","NMNH","orig",7280,6520
"Siphonaptera","Rhopalopsyllidae","Polygenis","klagesi",NA,"","species","Polygenis klagesi","NMNH","orig",7281,6517
"Siphonaptera","Rhopalopsyllidae","Polygenis","roberti","beebei","Fox, 1947","subspecies","Polygenis roberti beebei","NMNH","orig",7282,2597
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","australis",NA,"","species","Rhopalopsyllus australis","NMNH","orig",7283,6539
"Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus","lugubris","cryptoctenes","Enderlein, 1912","subspecies","Rhopalopsyllus lugubris cryptoctenes","NMNH","orig",7284,2626
"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis","exoticus","Jordan & Rothschild, 1923","subspecies","Euhoplopsyllus glacialis exoticus","NMNH","orig",7285,2299
"Siphonaptera","Pulicidae","Pulex","echidnophagoides",NA,"Wagner, 1933","species","Pulex echidnophagoides","NMNH","orig",7286,1583
"Siphonaptera","Stephanocircidae","Nonnapsylla","rothschildi","wagneri","","subspecies","Nonnapsylla rothschildi wagneri","NMNH","orig",7287,6433
"Siphonaptera","Rhopalopsyllidae","Tetrapsyllus","tristis",NA,"Johnson, 1957","species","Tetrapsyllus tristis","NMNH","orig",7288,1808
"Siphonaptera","Hystrichopsyllidae","Agastopsylla","pearsoni",NA,"","species","Agastopsylla pearsoni","NMNH","orig",7289,45
"Siphonaptera","Stephanocircidae","Cleopsylla","townsendi",NA,"","species","Cleopsylla townsendi","NMNH","orig",7290,321
"Siphonaptera","Stephanocircidae","Plocopsylla","enderleini",NA,"","species","Plocopsylla enderleini","NMNH","orig",7291,1506
"Siphonaptera","Stephanocircidae","Sphinctopsylla","inca",NA,"","species","Sphinctopsylla inca","NMNH","orig",7292,1699
"Siphonaptera","Rhopalopsyllidae","Delostichus","phyllotis",NA,"","species","Delostichus phyllotis","NMNH","orig",7293,538
"Siphonaptera","Rhopalopsyllidae","Polygenis","impavidus",NA,"","species","Polygenis impavidus","NMNH","orig",7294,1556
"Siphonaptera","Stephanocircidae","Tiarapsylla","bella",NA,"Johnson, 1956","species","Tiarapsylla bella","NMNH","orig",7295,1834
"Siphonaptera","Rhopalopsyllidae","Ectinorus","hertigi",NA,"Johnson, 1957","species","Ectinorus hertigi","NMNH","orig",7296,623
"Siphonaptera","Rhopalopsyllidae","Polygenis","litargus",NA,"Jordan & Rothschild, 1923","species","Polygenis litargus","NMNH","orig",7297,1557
"Siphonaptera","Pygiopsyllidae","Stivalius","cognatus","bamus","Traub, 1972","subspecies","Stivalius cognatus bamus","NMNH","orig",7298,2649
"Siphonaptera","Leptopsyllidae","Sigmactenus","werneri",NA,"Traub, 1950","species","Sigmactenus werneri","NMNH","orig",7299,1692
"Siphonaptera","Stivaliidae","Nestivalius","pomerantzi",NA,"Traub, 1951","species","Nestivalius pomerantzi","NMNH","orig",7300,1148
"Siphonaptera","Ceratophyllidae","Mioctenopsylla","traubi",NA,"Jellison & Holland, 1952","species","Mioctenopsylla traubi","NMNH","orig",7301,6409
"Siphonaptera","Ceratophyllidae","Mioctenopsylla","arctica",NA,"","species","Mioctenopsylla arctica","NMNH","orig",7302,1045
"Siphonaptera","Leptopsyllidae","Frontopsylla","semura",NA,"Wagner & Ioff, 1926","species","Frontopsylla semura","NMNH","orig",7303,698
"Siphonaptera","Leptopsyllidae","Leptopsylla","pavlovskii",NA,"Ioff, 1928","species","Leptopsylla pavlovskii","NMNH","orig",7304,888
"Siphonaptera","Leptopsyllidae","Mesopsylla","hebes","hebes","Jordan & Rothschild, 1915","subspecies","Mesopsylla hebes hebes","NMNH","orig",7305,2430
"Siphonaptera","Leptopsyllidae","Ophthalmopsylla","kasakiensis",NA,"Ioff, 1929","species","Ophthalmopsylla kasakiensis","NMNH","orig",7306,1226
"Siphonaptera","Leptopsyllidae","Ophthalmopsylla","volgensis",NA,"","species","Ophthalmopsylla volgensis","NMNH","orig",7307,2534
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","breviatus",NA,"Wagner & Ioff, 1926","species","Ctenophthalmus breviatus","NMNH","orig",7308,398
"Siphonaptera","Vermipsyllidae","Chaetopsylla","trichosa",NA,"Kohaut, 1903","species","Chaetopsylla trichosa","NMNH","orig",7309,281
"Siphonaptera","Vermipsyllidae","Vermipsylla","alakurt",NA,"Schimkewitsch, 1885","species","Vermipsylla alakurt","NMNH","orig",7310,1875
"Siphonaptera","Coptopsyllidae","Coptopsylla","joannae",NA,"Lewis, 1964","species","Coptopsylla joannae","NMNH","orig",7311,330
"Siphonaptera","Ceratophyllidae","Callopsylla","waterstoni",NA,"","species","Callopsylla waterstoni","NMNH","orig",7312,182
"Siphonaptera","Pulicidae","Echidnophaga","suricatta",NA,"Hastriter, 2000","species","Echidnophaga suricatta","NMNH","orig",7313,606
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","hottentotus",NA,"Hastriter, 2001","species","Ctenophthalmus hottentotus","NMNH","orig",7314,439
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","truncatus",NA,"Hastriter, 2001","species","Ctenophthalmus truncatus","NMNH","orig",7315,500
"Siphonaptera","Leptopsyllidae","Leptopsylla","aethiopica","thalia","Demeillon, 1949","subspecies","Leptopsylla aethiopica thalia","NMNH","orig",7316,2377
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","numae",NA,"Rothschild, 1904","species","Chiastopsylla numae","NMNH","orig",7317,294
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","quadrisetis",NA,"Demeillon, 1930","species","Chiastopsylla quadrisetis","NMNH","orig",7318,298
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","carus",NA,"Demeillon & Hardy, 1953","species","Chiastopsylla carus","NMNH","orig",7319,288
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","coraxis",NA,"Demeillon, 1942","species","Chiastopsylla coraxis","NMNH","orig",7320,289
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","gariepensis",NA,"Demeillon & Hardy, 1953","species","Chiastopsylla gariepensis","NMNH","orig",7321,290
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","mulleri","simplex","Haeselbarth, 1965","subspecies","Chiastopsylla mulleri simplex","NMNH","orig",7322,2085
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","mulleri",NA,"","species","Chiastopsylla mulleri","NMNH","orig",7323,6205
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","octavii","caledonia","Demeillon, 1940","subspecies","Chiastopsylla octavii caledonia","NMNH","orig",7324,295
"Siphonaptera","Chimaeropsyllidae","Chimaeropsylla","potis","potis","Rothschild, 1911","subspecies","Chimaeropsylla potis potis","NMNH","orig",7325,2088
"Siphonaptera","Chimaeropsyllidae","Hypsophthalmus","baxteri",NA,"Hastriter, 2001","species","Hypsophthalmus baxteri","NMNH","orig",7326,762
"Siphonaptera","Chimaeropsyllidae","Hypsophthalmus","temporis",NA,"Demeillon, 1940","species","Hypsophthalmus temporis","NMNH","orig",7327,765
"Siphonaptera","Chimaeropsyllidae","Macroscelidopsylla","albertyni",NA,"Demeillon & Marcus, 1958","species","Macroscelidopsylla albertyni","NMNH","orig",7328,926
"Siphonaptera","Chimaeropsyllidae","Praopsylla","powelli",NA,"Ingram, 1927","species","Praopsylla powelli","NMNH","orig",7329,1575
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","calceatus","calceatus","Waterston, 1912","subspecies","Ctenophthalmus calceatus calceatus","NMNH","orig",7330,2176
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","natalensis",NA,"Marcus & Demeillon, 1960","species","Ctenophthalmus natalensis","NMNH","orig",7331,463
"Siphonaptera","Hystrichopsyllidae","Dinopsyllus","ingens",NA,"Rothschild, 1900","species","Dinopsyllus ingens","NMNH","orig",7332,6305
"Siphonaptera","Hystrichopsyllidae","Dinopsyllus","abaris",NA,"Jordan, 1930","species","Dinopsyllus abaris","NMNH","orig",7333,547
"Siphonaptera","Hystrichopsyllidae","Listropsylla","aricinae",NA,"Demeillon, 1949","species","Listropsylla aricinae","NMNH","orig",7334,914
"Siphonaptera","Hystrichopsyllidae","Listropsylla","cerrita","cerrita","Jordan, 1930","subspecies","Listropsylla cerrita cerrita","NMNH","orig",7335,2394
"Siphonaptera","Hystrichopsyllidae","Listropsylla","chelura","chelura","Rothschild, 1913","subspecies","Listropsylla chelura chelura","NMNH","orig",7336,2396
"Siphonaptera","Hystrichopsyllidae","Listropsylla","chelura",NA,"","species","Listropsylla chelura","NMNH","orig",7337,6387
"Siphonaptera","Hystrichopsyllidae","Listropsylla","fouriei",NA,"Demeillon, 1937","species","Listropsylla fouriei","NMNH","orig",7338,916
"Siphonaptera","Pulicidae","Echidnophaga","bradyta",NA,"Jordan & Rothschild, 1906","species","Echidnophaga bradyta","NMNH","orig",7339,590
"Siphonaptera","Pulicidae","Procaviopsylla","creusae",NA,"Rothschild, 1904","species","Procaviopsylla creusae","NMNH","orig",7340,1577
"Siphonaptera","Pulicidae","Procaviopsylla","divergens",NA,"Jordan & Rothschild, 1908","species","Procaviopsylla divergens","NMNH","orig",7341,1578
"Siphonaptera","Pulicidae","Xenopsylla","cryptonella",NA,"Demeillon & Hardy, 1954","species","Xenopsylla cryptonella","NMNH","orig",7342,1907
"Siphonaptera","Pulicidae","Xenopsylla","eridos",NA,"Rothschild, 1904","species","Xenopsylla eridos","NMNH","orig",7343,1915
"Siphonaptera","Pulicidae","Xenopsylla","erilli",NA,"Rothschild, 1904","species","Xenopsylla erilli","NMNH","orig",7344,1916
"Siphonaptera","Pulicidae","Xenopsylla","frayi",NA,"Demeillon, 1937","species","Xenopsylla frayi","NMNH","orig",7345,1917
"Siphonaptera","Pulicidae","Xenopsylla","geldenhuysi",NA,"Demeillon, 1949","species","Xenopsylla geldenhuysi","NMNH","orig",7346,1918
"Siphonaptera","Pulicidae","Xenopsylla","graingeri",NA,"Smit, 1956","species","Xenopsylla graingeri","NMNH","orig",7347,1920
"Siphonaptera","Pulicidae","Xenopsylla","hirsuta","hirsuta","Ingram, 1928","subspecies","Xenopsylla hirsuta hirsuta","NMNH","orig",7348,2683
"Siphonaptera","Pulicidae","Xenopsylla","hirsuta","multisetosa","Haeselbarth, 1964","subspecies","Xenopsylla hirsuta multisetosa","NMNH","orig",7349,2684
"Siphonaptera","Pulicidae","Xenopsylla","hirsuta",NA,"","species","Xenopsylla hirsuta","NMNH","orig",7350,6611
"Siphonaptera","Pulicidae","Xenopsylla","lobengulai",NA,"Demeillon, 1930","species","Xenopsylla lobengulai","NMNH","orig",7351,1929
"Siphonaptera","Pulicidae","Xenopsylla","sulcata",NA,"Ingram, 1928","species","Xenopsylla sulcata","NMNH","orig",7352,1956
"Siphonaptera","Pulicidae","Xenopsylla","trispinis","trispinis","Waterston, 1911","subspecies","Xenopsylla trispinis trispinis","NMNH","orig",7353,2690
"Siphonaptera","Pulicidae","Ctenocephalides","paradoxuri",NA,"Wagner, 1936","species","Ctenocephalides paradoxuri","NMNH","orig",7354,373
"Siphonaptera","Vermipsyllidae","Chaetopsylla","homoea",NA,"Rothschild, 1906","species","Chaetopsylla homoea","NMNH","orig",7355,268
"Siphonaptera","Hystrichopsyllidae","Palaeopsylla","recava",NA,"Traub & Evans, 1967","species","Palaeopsylla recava","NMNH","orig",7356,1327
"Siphonaptera","Leptopsyllidae","Leptopsylla","aethiopica","nakuruensis","Smit, 1951","subspecies","Leptopsylla aethiopica nakuruensis","NMNH","orig",7357,2376
"Siphonaptera","Xiphiopsyllidae","Xiphiopsylla","hyparetes",NA,"Jordan & Rothschild, 1913","species","Xiphiopsylla hyparetes","NMNH","orig",7358,1969
"Siphonaptera","Xiphiopsyllidae","Xiphiopsylla","lippa","smithi","Hubbard, 1967","subspecies","Xiphiopsylla lippa smithi","NMNH","orig",7359,2692
"Siphonaptera","Chimaeropsyllidae","Chimaeropsylla","haddowi",NA,"Smit, 1952","species","Chimaeropsylla haddowi","NMNH","orig",7360,302
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","blandulus",NA,"Smit, 1960","species","Ctenophthalmus blandulus","NMNH","orig",7361,397
"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","cophurus","grzimeki","Hubbard, 1964","subspecies","Ctenophthalmus cophurus grzimeki","NMNH","orig",7362,2187
