username,hierarchy_name,scientific_name,name_rank,parent_name,noclass_term_type_1,noclass_term_1,noclass_term_type_2,noclass_term_2,noclass_term_type_3,noclass_term_3,noclass_term_type_4,noclass_term_4,noclass_term_type_5,noclass_term_5,noclass_term_type_6,noclass_term_6,noclass_term_type_7,noclass_term_7,noclass_term_type_8,noclass_term_8,noclass_term_type_9,noclass_term_9,noclass_term_type_10,noclass_term_10
jegelewicz,Siphonaptera,Thrassis acamantis,species,Thrassis,author_text,"(Rothschild, 1905)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Thrassis bacchi,species,Thrassis,author_text,"(Rothschild, 1905)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Xenopsylla scopulifer,species,Xenopsylla,author_text,"(Rothschild, 1905)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Araeopsylla gestroi,species,Araeopsylla,author_text,"(Rothschild, 1906)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Bibikovana colossa,species,Bibikovana,author_text,"(Rothschild, 1906)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Peromyscopsylla hamifer hamifer,subspecies,Peromyscopsylla hamifer,author_text,"(Rothschild, 1906)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Peromyscopsylla hesperomys adelpha,subspecies,Peromyscopsylla hesperomys,author_text,"(Rothschild, 1906)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Peromyscopsylla selenis,species,Peromyscopsylla,author_text,"(Rothschild, 1906)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Ctenocephalides rosmarus,species,Ctenocephalides,author_text,"(Rothschild, 1907)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Rhadinopsylla isacantha,species,Rhadinopsylla,author_text,"(Rothschild, 1907)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Afristivalius torvus,species,Afristivalius,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Amalaraeus andersoni andersoni,subspecies,Amalaraeus andersoni,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Aphropsylla wollastoni,species,Aphropsylla,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Bibikovana gravis,species,Bibikovana,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Bibikovana laciniosa,species,Bibikovana,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Bibikovana rainbowi rainbowi,subspecies,Bibikovana rainbowi,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Chiliopsylla allophyla allophyla,subspecies,Chiliopsylla allophyla,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Coronapsylla jarvisi,species,Coronapsylla,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Dinopsyllus hirsutus,species,Dinopsyllus,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Frontopsylla frontalis frontalis,subspecies,Frontopsylla frontalis,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Lentistivalius ferinus,species,Lentistivalius,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Leptopsylla aethiopica aethiopica,subspecies,Leptopsylla aethiopica,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Libyastus infestus,species,Libyastus,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Metastivalius mordax,species,Metastivalius,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Monopsyllus argus,species,Monopsyllus,author_text,"(Rothschild, 1908)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Araeopsylla scitula,species,Araeopsylla,author_text,"(Rothschild, 1909)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Craneopsylla minerva wolffhuegeli,subspecies,Craneopsylla minerva,author_text,"(Rothschild, 1909)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Dasypsyllus lasius lasius,subspecies,Dasypsyllus lasius,author_text,"(Rothschild, 1909)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Delostichus coxalis,species,Delostichus,author_text,"(Rothschild, 1909)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Kohlsia graphis graphis,subspecies,Kohlsia graphis,author_text,"(Rothschild, 1909)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Megabothris turbidus,species,Megabothris,author_text,"(Rothschild, 1909)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Opisodasys enoplus,species,Opisodasys,author_text,"(Rothschild, 1909)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Peromyscopsylla fallax,species,Peromyscopsylla,author_text,"(Rothschild, 1909)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Plocopsylla wolffsohni,species,Plocopsylla,author_text,"(Rothschild, 1909)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Amalaraeus penicilliger pedias,subspecies,Amalaraeus penicilliger,author_text,"(Rothschild, 1911)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Myoxopsylla laverani,species,Myoxopsylla,author_text,"(Rothschild, 1911)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Plocopsylla achilles,species,Plocopsylla,author_text,"(Rothschild, 1911)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Sphinctopsylla ares,species,Sphinctopsylla,author_text,"(Rothschild, 1911)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Tiamastus palpalis,species,Tiamastus,author_text,"(Rothschild, 1911)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Dorcadia dorcadia,species,Dorcadia,author_text,"(Rothschild, 1912)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Paradoxopsyllus subcaecatus,species,Paradoxopsyllus,author_text,"(Rothschild, 1912)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Nosopsyllus laeviceps consors,subspecies,Nosopsyllus laeviceps,author_text,"(Rothschild, 1913)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Paradoxopsyllus repandus,species,Paradoxopsyllus,author_text,"(Rothschild, 1913)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Paradoxopsyllus teretifrons,species,Paradoxopsyllus,author_text,"(Rothschild, 1913)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Delostichus xenurus,species,Delostichus,author_text,"(Rothschild, 1914)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Ectinorus claviger,species,Ectinorus,author_text,"(Rothschild, 1914)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Ectinorus sentus,species,Ectinorus,author_text,"(Rothschild, 1914)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Paraceras sauteri,species,Paraceras,author_text,"(Rothschild, 1914)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Plocopsylla pallas,species,Plocopsylla,author_text,"(Rothschild, 1914)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Sphinctopsylla inca,species,Sphinctopsylla,author_text,"(Rothschild, 1914)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Corrodopsylla curvata,species,Corrodopsylla,author_text,"(Rothschild, 1915)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Epitedia faceta,species,Epitedia,author_text,"(Rothschild, 1915)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Peromyscopsylla himalaica himalaica,subspecies,Peromyscopsylla himalaica,author_text,"(Rothschild, 1915)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Acanthopsylla pavida,species,Acanthopsylla,author_text,"(Rothschild, 1916)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Geohollandia solida,species,Geohollandia,author_text,"(Rothschild, 1916)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Dasypsyllus gallinulae klossi,subspecies,Dasypsyllus gallinulae,author_text,"(Rothschild, 1919)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Macrostylophora idonea,species,Macrostylophora,author_text,"(Rothschild, 1919)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Macrostylophora sodalis,species,Macrostylophora,author_text,"(Rothschild, 1919)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Neotyphloceras rosenbergi,species,Neotyphloceras,author_text,"(Rothschild, 1922)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Monopsyllus yamane,species,Monopsyllus,author_text,"(Sakaguti & Nakagawa, 1960)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Peromyscopsylla ostsibirica,species,Peromyscopsylla,author_text,"(Scalon, 1936)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Igioffius taiganus,species,Igioffius,author_text,"(Scalon, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Nosopsyllus aralis tschu,subspecies,Nosopsyllus aralis,author_text,"(Schiranovich, 1946)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Leptopsylla segnis,species,Leptopsylla,author_text,"(Schönherr, 1811)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Ceratophyllus gallinae,species,Ceratophyllus,author_text,"(Schrank, 1803)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Monopsyllus sciurorum sciurorum,subspecies,Monopsyllus sciurorum,author_text,"(Schrank, 1803)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Stenoponia tripectinata barcana,subspecies,Stenoponia tripectinata,author_text,"(see Beaucournu, 2013)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,synonym,preferred_name,Stenoponia tripectinata,,,,,,,,
jegelewicz,Siphonaptera,Brevictenidia mikulini,species,Brevictenidia,author_text,"(Shvarts, 1960)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Phacopsylla inexpectata,species,Phacopsylla,author_text,"(Smit, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Afristivalius curtiductus,species,Afristivalius,author_text,"(Smit, 1958)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Afristivalius fallaciosus,species,Afristivalius,author_text,"(Smit, 1958)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Afristivalius parilis,species,Afristivalius,author_text,"(Smit, 1958)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Afristivalius pirloti pirloti,subspecies,Afristivalius pirloti,author_text,"(Smit, 1958)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Pagipsylla galliralli,species,Pagipsylla,author_text,"(Smit, 1965)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Geusibia lacertosa,species,Geusibia,author_text,"(Smit, 1975)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Allopsylla alloides,species,Allopsylla,author_text,"(Smit, 1977)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Chaetopsylla lotoris,species,Chaetopsylla,author_text,"(Stewart, 1926)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Megabothris bispinosa,species,Megabothris,author_text,"(Sychevsky, 1960)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Chaetopsylla globiceps,species,Chaetopsylla,author_text,"(Taschenberg, 1880)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Ctenophthalmus assimilis assimilis,subspecies,Ctenophthalmus assimilis,author_text,"(Taschenberg, 1880)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Ctenophthalmus caucasicus,species,Ctenophthalmus,author_text,"(Taschenberg, 1880)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Euhoplopsyllus glacialis glacialis,subspecies,Euhoplopsyllus glacialis,author_text,"(Taschenberg, 1880)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Notiopsylla kerguelensis kerguelensis,subspecies,Notiopsylla kerguelensis,author_text,"(Taschenberg, 1880)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Rhinolophopsylla unipectinata unipectinata,subspecies,Rhinolophopsylla unipectinata,author_text,"(Taschenberg, 1880)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Synosternus pallidus,species,Synosternus,author_text,"(Taschenberg, 1880)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Leptopsylla sicistae,species,Leptopsylla,author_text,"(Tiflov & Kolpakova, 1937)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Leptopsylla nemerosa,species,Leptopsylla,author_text,"(Tiflov, 1937)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Baculomeris altmani,species,Baculomeris,author_text,"(Tipton & Mendez, 1961)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Stenoponia tripectinata,species,Stenoponia,author_text,"(Tiraboschi, 1902)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Echidnophaga murina,species,Echidnophaga,author_text,"(Tiraboschi, 1903)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Eumolpianus polumas,species,Eumolpianus,author_text,"(Traub & Johnson, 1952)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Corrodopsylla hamiltoni,species,Corrodopsylla,author_text,"(Traub, 1944)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Baculomeris schmidti,species,Baculomeris,author_text,"(Traub, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Lentistivalius insolli,species,Lentistivalius,author_text,"(Traub, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Plusaetis asetus,species,Plusaetis,author_text,"(Traub, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Plusaetis mathesoni,species,Plusaetis,author_text,"(Traub, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Plusaetis parus,species,Plusaetis,author_text,"(Traub, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Plusaetis vermiformis,species,Plusaetis,author_text,"(Traub, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Nestivalius pomerantzi,species,Nestivalius,author_text,"(Traub, 1951)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Cratynius audyi,species,Cratynius,author_text,"(Traub, 1952)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Bibikovana tiptoni,species,Bibikovana,author_text,"(Traub, 1957)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Genoneopsylla thysanota,species,Genoneopsylla,author_text,"(Traub, 1968)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Amalaraeus dissimilis angularis,subspecies,Amalaraeus dissimilis,author_text,"(Tsai, Wu & Liu, 1974)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Amalaraeus dissimilis angulatus,subspecies,Amalaraeus dissimilis,author_text,"(Violovich, 1961)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Nosopsyllus turkmenicus turkmenicus,subspecies,Nosopsyllus turkmenicus,author_text,"(Vlasov & Ioff, 1937)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Nosopsyllus vlasovi,species,Nosopsyllus,author_text,"(Vlasov & Ioff, 1937)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Callopsylla caspia gaiskii,subspecies,Callopsylla caspia,author_text,"(Vovchinskaya, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Paramonopsyllus scalonae,species,Paramonopsyllus,author_text,"(Vovchinskaya, 1950)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Leptopsylla algira popovi,subspecies,Leptopsylla algira,author_text,"(Wagner & Argyropulo, 1934)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Citellophilus martinoi martinoi,subspecies,Citellophilus martinoi,author_text,"(Wagner & Ioff, 1926)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Citellophilus trispinus,species,Citellophilus,author_text,"(Wagner & Ioff, 1926)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Ophthalmopsylla volgensis volgensis,subspecies,Ophthalmopsylla volgensis,author_text,"(Wagner & Ioff, 1926)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
jegelewicz,Siphonaptera,Leptopsylla pectiniceps pectiniceps,subspecies,Leptopsylla pectiniceps,author_text,"(Wagner, 1893)",nomenclatural_code,ICZN,source_authority,Terrestrial Parasite Tracker Thematic Collection Network,,,taxon_status,valid,,,,,,,,,,
