"family","subfamily","genus","species","author","namePublishedInYear","synonym.s.","TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"Ctenophthalmidae","Listropsyllinae","Listropsylla","cerrita juliae","Haeselbarth",1963,NA,"Lewis",1238,"Lewis1238",NA,NA,NA,NA,NA,NA,NA,"Listropsylla cerrita juliae Haeselbarth, 1963",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"cerrita","juliae","subspecies",NA,"Haeselbarth, 1963",NA,NA,"accepted",NA,NA,"Listropsylla cerrita juliae"
"Ctenophthalmidae","Listropsyllinae","Listropsylla","clelura alticola","Haeselbarth",1963,NA,"Lewis",1239,"Lewis1239",NA,NA,NA,NA,NA,NA,NA,"Listropsylla clelura alticola Haeselbarth, 1963",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"clelura","alticola","subspecies",NA,"Haeselbarth, 1963",NA,NA,"accepted",NA,NA,"Listropsylla clelura alticola"
"Pulicidae","Xenopsyllinae","Xenopsylla","hirsuta multisetosa","Haeselbarth",1964,NA,"Lewis",1241,"Lewis1241",NA,NA,NA,NA,NA,NA,NA,"Xenopsylla hirsuta multisetosa Haeselbarth, 1964",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hirsuta","multisetosa","subspecies",NA,"Haeselbarth, 1964",NA,NA,"accepted",NA,NA,"Xenopsylla hirsuta multisetosa"
"Ceratophyllidae","Ceratophyllinae","Jellisonia","breviloba barrerai","Hastriter",2004,NA,"Lewis",1266,"Lewis1266",NA,NA,NA,NA,NA,NA,NA,"Jellisonia breviloba barrerai Hastriter, 2004",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"breviloba","barrerai","subspecies",NA,"Hastriter, 2004",NA,NA,"accepted",NA,NA,"Jellisonia breviloba barrerai"
"Hystrichopsyllidae","Hystrichopsyllinae","Hystrichopsylla","dippiei obliqua","Hastriter & Haas",2005,NA,"Lewis",1312,"Lewis1312",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla dippiei obliqua Hastriter & Haas, 2005",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dippiei","obliqua","subspecies",NA,"Hastriter & Haas, 2005",NA,NA,"accepted",NA,NA,"Hystrichopsylla dippiei obliqua"
"Leptopsyllidae","Leptopsyllinae","Leptopsylla","algira agadirensis","Hastriter & Tipton",1975,NA,"Lewis",1317,"Lewis1317",NA,NA,NA,NA,NA,NA,NA,"Leptopsylla algira agadirensis Hastriter & Tipton, 1975",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"algira","agadirensis","subspecies",NA,"Hastriter & Tipton, 1975",NA,NA,"accepted",NA,NA,"Leptopsylla algira agadirensis"
"Pygiopsyllidae",NA,"Acanthopsylla","rothschildi multidentata","Holland",1971,NA,"Lewis",1322,"Lewis1322",NA,NA,NA,NA,NA,NA,NA,"Acanthopsylla rothschildi multidentata Holland, 1971",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"rothschildi","multidentata","subspecies",NA,"Holland, 1971",NA,NA,"accepted",NA,NA,"Acanthopsylla rothschildi multidentata"
"Pygiopsyllidae",NA,"Acanthopsylla","scintilla rectangulata","Holland",1971,NA,"Lewis",1323,"Lewis1323",NA,NA,NA,NA,NA,NA,NA,"Acanthopsylla scintilla rectangulata Holland, 1971",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"scintilla","rectangulata","subspecies",NA,"Holland, 1971",NA,NA,"accepted",NA,NA,"Acanthopsylla scintilla rectangulata"
"Pygiopsyllidae",NA,"Acanthopsylla","scintilla tasmanica","Holland",1971,NA,"Lewis",1324,"Lewis1324",NA,NA,NA,NA,NA,NA,NA,"Acanthopsylla scintilla tasmanica Holland, 1971",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"scintilla","tasmanica","subspecies",NA,"Holland, 1971",NA,NA,"accepted",NA,NA,"Acanthopsylla scintilla tasmanica"
"Ctenophthalmidae","Anomiopsyllinae","Anomiopsyllus","nudatus mexicanus","Holland",1965,NA,"Lewis",1326,"Lewis1326",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus nudatus mexicanus Holland, 1965",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"nudatus","mexicanus","subspecies",NA,"Holland, 1965",NA,NA,"accepted",NA,NA,"Anomiopsyllus nudatus mexicanus"
"Ctenophthalmidae","Anomiopsyllinae","Callistopsyllus","terinus campestris","Holland",1949,NA,"Lewis",1329,"Lewis1329",NA,NA,NA,NA,NA,NA,NA,"Callistopsyllus terinus campestris Holland, 1949",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"terinus","campestris","subspecies",NA,"Holland, 1949",NA,NA,"accepted",NA,NA,"Callistopsyllus terinus campestris"
"Hystrichopsyllidae","Hystrichopsyllinae","Hystrichopsylla","dippiei neotomae","Holland",1957,NA,"Lewis",1338,"Lewis1338",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla dippiei neotomae Holland, 1957",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dippiei","neotomae","subspecies",NA,"Holland, 1957",NA,NA,"accepted",NA,NA,"Hystrichopsylla dippiei neotomae"
"Hystrichopsyllidae","Hystrichopsyllinae","Hystrichopsylla","dippiei spinata","Holland",1949,NA,"Lewis",1339,"Lewis1339",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla dippiei spinata Holland, 1949",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dippiei","spinata","subspecies",NA,"Holland, 1949",NA,NA,"accepted",NA,NA,"Hystrichopsylla dippiei spinata"
"Hystrichopsyllidae","Hystrichopsyllinae","Hystrichopsylla","dippiei truncata","Holland",1957,NA,"Lewis",1340,"Lewis1340",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla dippiei truncata Holland, 1957",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dippiei","truncata","subspecies",NA,"Holland, 1957",NA,NA,"accepted",NA,NA,"Hystrichopsylla dippiei truncata"
"Hystrichopsyllidae","Hystrichopsyllinae","Hystrichopsylla","occidentalis linsdalei","Holland",1957,NA,"Lewis",1341,"Lewis1341",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla occidentalis linsdalei Holland, 1957",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"occidentalis","linsdalei","subspecies",NA,"Holland, 1957",NA,NA,"accepted",NA,NA,"Hystrichopsylla occidentalis linsdalei"
"Hystrichopsyllidae","Hystrichopsyllinae","Hystrichopsylla","occidentalis occidentalis","Holland",1949,NA,"Lewis",1342,"Lewis1342",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla occidentalis occidentalis Holland, 1949",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"occidentalis","occidentalis","subspecies",NA,"Holland, 1949",NA,NA,"accepted",NA,NA,"Hystrichopsylla occidentalis occidentalis"
"Ceratophyllidae","Ceratophyllinae","Megabothris","asio gregsoni","Holland",1950,NA,"Lewis",1344,"Lewis1344",NA,NA,NA,NA,NA,NA,NA,"Megabothris asio gregsoni Holland, 1950",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"asio","gregsoni","subspecies",NA,"Holland, 1950",NA,NA,"accepted",NA,NA,"Megabothris asio gregsoni"
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hesperomys pacifica","Holland",1949,NA,"Lewis",1357,"Lewis1357",NA,NA,NA,NA,NA,NA,NA,"Peromyscopsylla hesperomys pacifica Holland, 1949",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hesperomys","pacifica","subspecies",NA,"Holland, 1949",NA,NA,"accepted",NA,NA,"Peromyscopsylla hesperomys pacifica"
"Ceratophyllidae","Ceratophyllinae","Mioctenopsylla","traubi traubi","Holland & Jellison",1952,NA,"Lewis",1368,"Lewis1368",NA,NA,NA,NA,NA,NA,NA,"Mioctenopsylla traubi traubi Holland & Jellison, 1952",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"traubi","traubi","subspecies",NA,"Holland & Jellison, 1952",NA,NA,"accepted",NA,NA,"Mioctenopsylla traubi traubi"
"Ctenophthalmidae","Neopsyllinae","Neopsylla","specialis dechingensis","Hsieh & Yang",1974,NA,"Lewis",1377,"Lewis1377",NA,NA,NA,NA,NA,NA,NA,"Neopsylla specialis dechingensis Hsieh & Yang, 1974",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"specialis","dechingensis","subspecies",NA,"Hsieh & Yang, 1974",NA,NA,"accepted",NA,NA,"Neopsylla specialis dechingensis"
"Leptopsyllidae","Amphipsyllinae","Paradoxopsyllus","jinshajiangensis jinshajiangensis","Hsieh, Yang & Li",1978,NA,"Lewis",1379,"Lewis1379",NA,NA,NA,NA,NA,NA,NA,"Paradoxopsyllus jinshajiangensis jinshajiangensis Hsieh, Yang & Li, 1978",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"jinshajiangensis","jinshajiangensis","subspecies",NA,"Hsieh, Yang & Li, 1978",NA,NA,"accepted",NA,NA,"Paradoxopsyllus jinshajiangensis jinshajiangensis"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","cophurus grzimeki","Hubbard",1964,NA,"Lewis",1386,"Lewis1386",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus cophurus grzimeki Hubbard, 1964",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"cophurus","grzimeki","subspecies",NA,"Hubbard, 1964",NA,NA,"accepted",NA,NA,"Ctenophthalmus cophurus grzimeki"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","cophurus hemingwayi","Hubbard",1963,NA,"Lewis",1387,"Lewis1387",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus cophurus hemingwayi Hubbard, 1963",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"cophurus","hemingwayi","subspecies",NA,"Hubbard, 1963",NA,NA,"accepted",NA,NA,"Ctenophthalmus cophurus hemingwayi"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","cophurus schmiederi","Hubbard",1966,NA,"Lewis",1388,"Lewis1388",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus cophurus schmiederi Hubbard, 1966",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"cophurus","schmiederi","subspecies",NA,"Hubbard, 1966",NA,NA,"accepted",NA,NA,"Ctenophthalmus cophurus schmiederi"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","evidens wilkesi","Hubbard",1963,NA,"Lewis",1389,"Lewis1389",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus evidens wilkesi Hubbard, 1963",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"evidens","wilkesi","subspecies",NA,"Hubbard, 1963",NA,NA,"accepted",NA,NA,"Ctenophthalmus evidens wilkesi"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","hopkinsi hopkinsi","Hubbard",1963,NA,"Lewis",1391,"Lewis1391",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus hopkinsi hopkinsi Hubbard, 1963",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hopkinsi","hopkinsi","subspecies",NA,"Hubbard, 1963",NA,NA,"accepted",NA,NA,"Ctenophthalmus hopkinsi hopkinsi"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","hopkinsi smiti","Hubbard",1967,NA,"Lewis",1392,"Lewis1392",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus hopkinsi smiti Hubbard, 1967",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hopkinsi","smiti","subspecies",NA,"Hubbard, 1967",NA,NA,"accepted",NA,NA,"Ctenophthalmus hopkinsi smiti"
"Pulicidae","Xenopsyllinae","Xenopsylla","sarodes manyarensis","Hubbard",1963,NA,"Lewis",1410,"Lewis1410",NA,NA,NA,NA,NA,NA,NA,"Xenopsylla sarodes manyarensis Hubbard, 1963",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"sarodes","manyarensis","subspecies",NA,"Hubbard, 1963",NA,NA,"accepted",NA,NA,"Xenopsylla sarodes manyarensis"
"Pulicidae","Xenopsyllinae","Xenopsylla","sarodes serengetiensis","Hubbard",1963,NA,"Lewis",1411,"Lewis1411",NA,NA,NA,NA,NA,NA,NA,"Xenopsylla sarodes serengetiensis Hubbard, 1963",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"sarodes","serengetiensis","subspecies",NA,"Hubbard, 1963",NA,NA,"accepted",NA,NA,"Xenopsylla sarodes serengetiensis"
"Xiphiopsyllidae",NA,"Xiphiopsylla","lippa smithi","Hubbard",1967,NA,"Lewis",1412,"Lewis1412",NA,NA,NA,NA,NA,NA,NA,"Xiphiopsylla lippa smithi Hubbard, 1967",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"lippa","smithi","subspecies",NA,"Hubbard, 1967",NA,NA,"accepted",NA,NA,"Xiphiopsylla lippa smithi"
"Ischnopsyllidae","Ischnopsyllinae","Nycteridopsylla","ancyluris johanae","Hurka",1970,NA,"Lewis",1413,"Lewis1413",NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla ancyluris johanae Hurka, 1970",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"ancyluris","johanae","subspecies",NA,"Hurka, 1970",NA,NA,"accepted",NA,NA,"Nycteridopsylla ancyluris johanae"
"Ischnopsyllidae","Ischnopsyllinae","Nycteridopsylla","trigona balcanica","Hurka",1965,NA,"Lewis",1414,"Lewis1414",NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla trigona balcanica Hurka, 1965",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"trigona","balcanica","subspecies",NA,"Hurka, 1965",NA,NA,"accepted",NA,NA,"Nycteridopsylla trigona balcanica"
"Leptopsyllidae","Amphipsyllinae","Amphipsylla","marikovskii ewingi","I. Fox",1940,NA,"Lewis",1415,"Lewis1415",NA,NA,NA,NA,NA,NA,NA,"Amphipsylla marikovskii ewingi I. Fox, 1940",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"marikovskii","ewingi","subspecies",NA,"I. Fox, 1940",NA,NA,"accepted",NA,NA,"Amphipsylla marikovskii ewingi"
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","mulleri longisetis","Ingram",1927,NA,"Lewis",1419,"Lewis1419",NA,NA,NA,NA,NA,NA,NA,"Chiastopsylla mulleri longisetis Ingram, 1927",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"mulleri","longisetis","subspecies",NA,"Ingram, 1927",NA,NA,"accepted",NA,NA,"Chiastopsylla mulleri longisetis"
"Chimaeropsyllidae","Chiastopsyllinae","Chiastopsylla","mulleri mulleri","Ingram",1927,NA,"Lewis",1420,"Lewis1420",NA,NA,NA,NA,NA,NA,NA,"Chiastopsylla mulleri mulleri Ingram, 1927",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"mulleri","mulleri","subspecies",NA,"Ingram, 1927",NA,NA,"accepted",NA,NA,"Chiastopsylla mulleri mulleri"
"Pulicidae","Xenopsyllinae","Xenopsylla","hirsuta hirsuta","Ingram",1928,NA,"Lewis",1423,"Lewis1423",NA,NA,NA,NA,NA,NA,NA,"Xenopsylla hirsuta hirsuta Ingram, 1928",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hirsuta","hirsuta","subspecies",NA,"Ingram, 1928",NA,NA,"accepted",NA,NA,"Xenopsylla hirsuta hirsuta"
"Leptopsyllidae","Amphipsyllinae","Amphipsylla","phaiomydis phaiomydis","Ioff",1946,NA,"Lewis",1429,"Lewis1429",NA,NA,NA,NA,NA,NA,NA,"Amphipsylla phaiomydis phaiomydis Ioff, 1946",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"phaiomydis","phaiomydis","subspecies",NA,"Ioff, 1946",NA,NA,"accepted",NA,NA,"Amphipsylla phaiomydis phaiomydis"
"Leptopsyllidae","Amphipsyllinae","Amphipsylla","sibirica orientalis","Ioff",1946,NA,"Lewis",1430,"Lewis1430",NA,NA,NA,NA,NA,NA,NA,"Amphipsylla sibirica orientalis Ioff, 1946",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"sibirica","orientalis","subspecies",NA,"Ioff, 1946",NA,NA,"accepted",NA,NA,"Amphipsylla sibirica orientalis"
"Coptopsyllidae",NA,"Coptopsylla","lamellifer dubinini","Ioff",1950,NA,"Lewis",1435,"Lewis1435",NA,NA,NA,NA,NA,NA,NA,"Coptopsylla lamellifer dubinini Ioff, 1950",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"lamellifer","dubinini","subspecies",NA,"Ioff, 1950",NA,NA,"accepted",NA,NA,"Coptopsylla lamellifer dubinini"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","dolichus bair","Ioff",1940,NA,"Lewis",1439,"Lewis1439",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus dolichus bair Ioff, 1940",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dolichus","bair","subspecies",NA,"Ioff, 1940",NA,NA,"accepted",NA,NA,"Ctenophthalmus dolichus bair"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","dolichus idae","Ioff",1940,NA,"Lewis",1440,"Lewis1440",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus dolichus idae Ioff, 1940",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dolichus","idae","subspecies",NA,"Ioff, 1940",NA,NA,"accepted",NA,NA,"Ctenophthalmus dolichus idae"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","dolichus kysyl","Ioff",1953,NA,"Lewis",1441,"Lewis1441",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus dolichus kysyl Ioff, 1953",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dolichus","kysyl","subspecies",NA,"Ioff, 1953",NA,NA,"accepted",NA,NA,"Ctenophthalmus dolichus kysyl"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","dolichus quadrinus","Ioff",1953,NA,"Lewis",1442,"Lewis1442",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus dolichus quadrinus Ioff, 1953",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dolichus","quadrinus","subspecies",NA,"Ioff, 1953",NA,NA,"accepted",NA,NA,"Ctenophthalmus dolichus quadrinus"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","dolichus ursat","Ioff",1953,NA,"Lewis",1443,"Lewis1443",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus dolichus ursat Ioff, 1953",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dolichus","ursat","subspecies",NA,"Ioff, 1953",NA,NA,"accepted",NA,NA,"Ctenophthalmus dolichus ursat"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","dolichus ustjurt","Ioff",1940,NA,"Lewis",1444,"Lewis1444",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus dolichus ustjurt Ioff, 1940",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dolichus","ustjurt","subspecies",NA,"Ioff, 1940",NA,NA,"accepted",NA,NA,"Ctenophthalmus dolichus ustjurt"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","gigantospalacis gigantospalacis","Ioff",1929,NA,"Lewis",1445,"Lewis1445",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus gigantospalacis gigantospalacis Ioff, 1929",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"gigantospalacis","gigantospalacis","subspecies",NA,"Ioff, 1929",NA,NA,"accepted",NA,NA,"Ctenophthalmus gigantospalacis gigantospalacis"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","hypanis hypanis","Ioff",1950,NA,"Lewis",1446,"Lewis1446",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus hypanis hypanis Ioff, 1950",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hypanis","hypanis","subspecies",NA,"Ioff, 1950",NA,NA,"accepted",NA,NA,"Ctenophthalmus hypanis hypanis"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","hypanis riciensis","Ioff",1953,NA,"Lewis",1447,"Lewis1447",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus hypanis riciensis Ioff, 1953",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hypanis","riciensis","subspecies",NA,"Ioff, 1953",NA,NA,"accepted",NA,NA,"Ctenophthalmus hypanis riciensis"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","wagneri krym","Ioff",1953,NA,"Lewis",1448,"Lewis1448",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus wagneri krym Ioff, 1953",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"wagneri","krym","subspecies",NA,"Ioff, 1953",NA,NA,"accepted",NA,NA,"Ctenophthalmus wagneri krym"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","wagneri schuriscus","Ioff",1940,NA,"Lewis",1449,"Lewis1449",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus wagneri schuriscus Ioff, 1940",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"wagneri","schuriscus","subspecies",NA,"Ioff, 1940",NA,NA,"accepted",NA,NA,"Ctenophthalmus wagneri schuriscus"
"Leptopsyllidae","Amphipsyllinae","Frontopsylla","elata glabra","Ioff",1946,NA,"Lewis",1451,"Lewis1451",NA,NA,NA,NA,NA,NA,NA,"Frontopsylla elata glabra Ioff, 1946",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"elata","glabra","subspecies",NA,"Ioff, 1946",NA,NA,"accepted",NA,NA,"Frontopsylla elata glabra"
"Leptopsyllidae","Amphipsyllinae","Frontopsylla","elata koksu","Ioff",1946,NA,"Lewis",1452,"Lewis1452",NA,NA,NA,NA,NA,NA,NA,"Frontopsylla elata koksu Ioff, 1946",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"elata","koksu","subspecies",NA,"Ioff, 1946",NA,NA,"accepted",NA,NA,"Frontopsylla elata koksu"
"Leptopsyllidae","Amphipsyllinae","Frontopsylla","elata pilosa","Ioff",1946,NA,"Lewis",1453,"Lewis1453",NA,NA,NA,NA,NA,NA,NA,"Frontopsylla elata pilosa Ioff, 1946",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"elata","pilosa","subspecies",NA,"Ioff, 1946",NA,NA,"accepted",NA,NA,"Frontopsylla elata pilosa"
"Leptopsyllidae","Amphipsyllinae","Frontopsylla","frontalis dubiosa","Ioff",1946,NA,"Lewis",1454,"Lewis1454",NA,NA,NA,NA,NA,NA,NA,"Frontopsylla frontalis dubiosa Ioff, 1946",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"frontalis","dubiosa","subspecies",NA,"Ioff, 1946",NA,NA,"accepted",NA,NA,"Frontopsylla frontalis dubiosa"
"Leptopsyllidae","Amphipsyllinae","Mesopsylla","eucta kochkor","Ioff",1950,NA,"Lewis",1458,"Lewis1458",NA,NA,NA,NA,NA,NA,NA,"Mesopsylla eucta kochkor Ioff, 1950",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"eucta","kochkor","subspecies",NA,"Ioff, 1950",NA,NA,"accepted",NA,NA,"Mesopsylla eucta kochkor"
"Leptopsyllidae","Amphipsyllinae","Mesopsylla","eucta shikho","Ioff",1950,NA,"Lewis",1459,"Lewis1459",NA,NA,NA,NA,NA,NA,NA,"Mesopsylla eucta shikho Ioff, 1950",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"eucta","shikho","subspecies",NA,"Ioff, 1950",NA,NA,"accepted",NA,NA,"Mesopsylla eucta shikho"
"Ctenophthalmidae","Neopsyllinae","Neopsylla","pleskei ariana","Ioff",1946,NA,"Lewis",1463,"Lewis1463",NA,NA,NA,NA,NA,NA,NA,"Neopsylla pleskei ariana Ioff, 1946",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pleskei","ariana","subspecies",NA,"Ioff, 1946",NA,NA,"accepted",NA,NA,"Neopsylla pleskei ariana"
"Ctenophthalmidae","Neopsyllinae","Neopsylla","pleskei pleskei","Ioff",1928,NA,"Lewis",1464,"Lewis1464",NA,NA,NA,NA,NA,NA,NA,"Neopsylla pleskei pleskei Ioff, 1928",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pleskei","pleskei","subspecies",NA,"Ioff, 1928",NA,NA,"accepted",NA,NA,"Neopsylla pleskei pleskei"
"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis kirgisiensis","Ioff",1953,NA,"Lewis",1467,"Lewis1467",NA,NA,NA,NA,NA,NA,NA,"Ophthalmopsylla volgensis kirgisiensis Ioff, 1953",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"volgensis","kirgisiensis","subspecies",NA,"Ioff, 1953",NA,NA,"accepted",NA,NA,"Ophthalmopsylla volgensis kirgisiensis"
