"family","subfamily","genus","species","author","namePublishedInYear","synonym.s.","TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"Ceratophyllidae","Ceratophyllinae","Orchopeas","sexdentatus","(Baker)",1904,"Orchopeas reevesi Vargas, 1960","Lewis",2943,"Lewis2943",NA,"Lewis289",NA,NA,NA,NA,NA,"Orchopeas reevesi Vargas, 1960","Orchopeas sexdentatus (Baker, 1904)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"reevesi",NA,"species",NA,"Vargas, 1960",NA,NA,"synonym",NA,NA,"Orchopeas reevesi"
"Stivaliidae",NA,"Orthopsylloides","abacetus","(Jordan & Rothschild)",1922,"Orthopsylloides abacetus baiyerensis George and Beaucournu, 1995","Lewis",2944,"Lewis2944",NA,"Lewis293",NA,NA,NA,NA,NA,"Orthopsylloides abacetus baiyerensis George and Beaucournu, 1995","Orthopsylloides abacetus (Jordan & Rothschild, 1922)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"abacetus","and","subspecies",NA,"George Beaucournu, 1995",NA,NA,"synonym",NA,NA,"Orthopsylloides abacetus and"
"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","kohauti","Dampf",1911,"Palaeopsylla kohauti orientalis Argyropulo, 1941","Lewis",2946,"Lewis2946",NA,"Lewis295",NA,NA,NA,NA,NA,"Palaeopsylla kohauti orientalis Argyropulo, 1941","Palaeopsylla kohauti Dampf, 1911",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"kohauti","orientalis","subspecies",NA,"Argyropulo, 1941",NA,NA,"synonym",NA,NA,"Palaeopsylla kohauti orientalis"
"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","obliqua","Peus",1977,"Palaeopsylla soricis montana Rostigayev, 1977","Lewis",2950,"Lewis2950",NA,"Lewis300",NA,NA,NA,NA,NA,"Palaeopsylla soricis montana Rostigayev, 1977","Palaeopsylla obliqua Peus, 1977",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"soricis","montana","subspecies",NA,"Rostigayev, 1977",NA,NA,"synonym",NA,NA,"Palaeopsylla soricis montana"
"Ceratophyllidae","Ceratophyllinae","Paraceras","brevimanubrium","Li & Huang",1979,"Paraceras brachymanubrium Li & Huang, 1979","Lewis",2951,"Lewis2951",NA,"Lewis301",NA,NA,NA,NA,NA,"Paraceras brachymanubrium Li & Huang, 1979","Paraceras brevimanubrium Li & Huang, 1979",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"brachymanubrium",NA,"species",NA,"Li & Huang, 1979",NA,NA,"synonym",NA,NA,"Paraceras brachymanubrium"
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","budini","(Jordan & Rothschild)",1923,"Parapsyllus boudini Jordan & Rothschild, 1923","Lewis",2955,"Lewis2955",NA,"Lewis306",NA,NA,NA,NA,NA,"Parapsyllus boudini Jordan & Rothschild, 1923","Ectinorus budini (Jordan & Rothschild, 1923)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"boudini",NA,"species",NA,"Jordan & Rothschild, 1923",NA,NA,"synonym",NA,NA,"Parapsyllus boudini"
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","taylori","Jordan",1942,"Parapsyllus laysanenss Wilson, 1972","Lewis",2956,"Lewis2956",NA,"Lewis307",NA,NA,NA,NA,NA,"Parapsyllus laysanenss Wilson, 1972","Parapsyllus taylori Jordan, 1942",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"laysanenss",NA,"species",NA,"Wilson, 1972",NA,NA,"synonym",NA,NA,"Parapsyllus laysanenss"
"Pulicidae","Xenopsyllinae","Pulex","chephrenis","(Rothschild)",1903,"Pulex alternans Wahlgren, 1904","Lewis",2972,"Lewis2972",NA,"Lewis331",NA,NA,NA,NA,NA,"Pulex alternans Wahlgren, 1904","Parapulex chephrenis (Rothschild, 1903)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"alternans",NA,"species",NA,"Wahlgren, 1904",NA,NA,"synonym",NA,NA,"Pulex alternans"
"Pulicidae","Xenopsyllinae","Pulex","nubica","(Rothschild)",1903,"Pulex chersinus Rothschild, 1906","Lewis",2974,"Lewis2974",NA,"Lewis334",NA,NA,NA,NA,NA,"Pulex chersinus Rothschild, 1906","Xenopsylla nubica (Rothschild, 1903)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"chersinus",NA,"species",NA,"Rothschild, 1906",NA,NA,"synonym",NA,NA,"Pulex chersinus"
"Rhopalopsyllidae","Rhopalopsyllinae","Pulex","cavicola","(Weyenbergh)",1881,"Pulex concitus Rothschild, 1904","Lewis",2976,"Lewis2976",NA,"Lewis336",NA,NA,NA,NA,NA,"Pulex concitus Rothschild, 1904","Tiamastus cavicola (Weyenbergh, 1881)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"concitus",NA,"species",NA,"Rothschild, 1904",NA,NA,"synonym",NA,NA,"Pulex concitus"
"Pulicidae","Spilopsyllinae","Pulex","cuniculi","(Dale)",1878,"Pulex goniocephalus Taschenberg, 1880","Lewis",2978,"Lewis2978",NA,"Lewis339",NA,NA,NA,NA,NA,"Pulex goniocephalus Taschenberg, 1880","Spilosyllus cuniculi (Dale, 1878)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"goniocephalus",NA,"species",NA,"Taschenberg, 1880",NA,NA,"synonym",NA,NA,"Pulex goniocephalus"
"Ctenophthalmidae","Anomiopsyllinae","Pulex","divisus","(Baker)",1898,"Pulex longispinus Baker, 1895; Megarthroglossus longispinus exsecatus Wagner, 1936; Megarthroglossus divisus wallowensis Hubbard, 1947","Lewis",2981,"Lewis2981",NA,"Lewis344",NA,NA,NA,NA,NA,"Pulex longispinus Baker, 1895","Megarthroglossus divisus (Baker, 1898)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"longispinus",NA,"species",NA,"Baker, 1895",NA,NA,"synonym",NA,NA,"Pulex longispinus"
"Tungidae",NA,"Pulex","penetrans","Linnaeus",1758,"Pulex reptans Illiger, 1805","Lewis",2983,"Lewis2983",NA,"Lewis347",NA,NA,NA,NA,NA,"Pulex reptans Illiger, 1805","Tunga penetrans Linnaeus, 1758",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"reptans",NA,"species",NA,"Illiger, 1805",NA,NA,"synonym",NA,NA,"Pulex reptans"
"Vermipsyllidae",NA,"Pulex","hyaenae","(Kolenati)",1846,"Pulex striatus Kolenati, 1863","Lewis",2984,"Lewis2984",NA,"Lewis349",NA,NA,NA,NA,NA,"Pulex striatus Kolenati, 1863","Chaetopsylla hyaenae (Kolenati, 1846)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"striatus",NA,"species",NA,"Kolenati, 1863",NA,NA,"synonym",NA,NA,"Pulex striatus"
"Ctenophthalmidae","Ctenophthalminae","Pulex","spalacis","Jordan & Rothschild",1911,"Pulex typhlus Victor, 1840","Lewis",2986,"Lewis2986",NA,"Lewis353",NA,NA,NA,NA,NA,"Pulex typhlus Victor, 1840","Ctenophthalmus spalacis Jordan & Rothschild, 1911",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"typhlus",NA,"species",NA,"Victor, 1840",NA,NA,"synonym",NA,NA,"Pulex typhlus"
"Ceratophyllidae","Ceratophyllinae","Pygiopsylla","argus","Rothschild",1908,"Pygiopsylla momonga Kishida, 1932","Lewis",2989,"Lewis2989",NA,"Lewis356",NA,NA,NA,NA,NA,"Pygiopsylla momonga Kishida, 1932","Monopsyllus argus Rothschild, 1908",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"momonga",NA,"species",NA,"Kishida, 1932",NA,NA,"synonym",NA,NA,"Pygiopsylla momonga"
"Stivaliidae",NA,"Pygiopsylla","klossi","(Jordan & Rothschild)",1922,"Pygiopsylla synetus Jordan & Rothschild, 1922","Lewis",2990,"Lewis2990",NA,"Lewis357",NA,NA,NA,NA,NA,"Pygiopsylla synetus Jordan & Rothschild, 1922","Aviostivalius klossi (Jordan & Rothschild, 1922)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"synetus",NA,"species",NA,"Jordan & Rothschild, 1922",NA,NA,"synonym",NA,NA,"Pygiopsylla synetus"
"Ctenophthalmidae","Rhadinopsyllinae","Rectofrontia","valenti","Darskaya",1949,"Rectofrontia kobayashii Nagahana, 1954; Rhadinopsylla dives shanghaiensis Liu & Chu, 1957","Lewis",2991,"Lewis2991",NA,"Lewis358",NA,NA,NA,NA,NA,"Rectofrontia kobayashii Nagahana, 1954","Rhadinopsylla valenti Darskaya, 1949",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"kobayashii",NA,"species",NA,"Nagahana, 1954",NA,NA,"synonym",NA,NA,"Rectofrontia kobayashii"
"Ctenophthalmidae","Rhadinopsyllinae","Rectofrontia","pentacantha","(Rothschild)",1897,"Rectofrontia pentactenus Rothschild, 1897","Lewis",2992,"Lewis2992",NA,"Lewis359",NA,NA,NA,NA,NA,"Rectofrontia pentactenus Rothschild, 1897","Rhadinopsylla pentacantha (Rothschild, 1897)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pentactenus",NA,"species",NA,"Rothschild, 1897",NA,NA,"synonym",NA,NA,"Rectofrontia pentactenus"
"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","caucasica","Argyropulo",1941,"Rhadinopsylla integella alpestris Agryropulo, 1948","Lewis",2994,"Lewis2994",NA,"Lewis363",NA,NA,NA,NA,NA,"Rhadinopsylla integella alpestris Agryropulo, 1948","Rhadinopsylla caucasica Argyropulo, 1941",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"integella","alpestris","subspecies",NA,"Agryropulo, 1948",NA,NA,"synonym",NA,NA,"Rhadinopsylla integella alpestris"
"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","atopus","(Jordan & Rothschild)",1922,"Rhopalopsyllus agilis Prado, 1933; Rhopalopsyllus truncatus Guimarães, 1936","Lewis",3000,"Lewis3000",NA,"Lewis369",NA,NA,NA,NA,NA,"Rhopalopsyllus agilis Prado, 1933","Polygenis atopus (Jordan & Rothschild, 1922)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"agilis",NA,"species",NA,"Prado, 1933",NA,NA,"synonym",NA,NA,"Rhopalopsyllus agilis"
"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","saevus","(Jordan & Rothschild)",1923,"Rhopalopsyllus coxi Eads, 1946","Lewis",3001,"Lewis3001",NA,"Lewis371",NA,NA,NA,NA,NA,"Rhopalopsyllus coxi Eads, 1946","Rhopalopsyllus saevus (Jordan & Rothschild, 1923)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"coxi",NA,"species",NA,"Eads, 1946",NA,NA,"synonym",NA,NA,"Rhopalopsyllus coxi"
"Hystrichopsyllidae","Hystrichopsyllinae","Saphiopsylla","nuperus","(Jordan)",1931,"Saphiopsylla nupera palina Jordan, 1931","Lewis",3003,"Lewis3003",NA,"Lewis377",NA,NA,NA,NA,NA,"Saphiopsylla nupera palina Jordan, 1931","Atyphloceras nuperus (Jordan, 1931)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"nupera","palina","subspecies",NA,"Jordan, 1931",NA,NA,"synonym",NA,NA,"Saphiopsylla nupera palina"
"Pulicidae","Pulicinae","Sarcopsylla","gallinacea","(Westwood)",1875,"Sarcopsylla gallinacea erinacea Weiss, 1911; Pulex pullulorum Johnson, 1890; Echidnophaga tenerifensis Gil-Collado et al., 1982","Lewis",3004,"Lewis3004",NA,"Lewis378",NA,NA,NA,NA,NA,"Sarcopsylla gallinacea erinacea Weiss, 1911","Echidnophaga gallinacea (Westwood, 1875)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"gallinacea","erinacea","subspecies",NA,"Weiss, 1911",NA,NA,"synonym",NA,NA,"Sarcopsylla gallinacea erinacea"
"Pulicidae","Pulicinae","Sarcopsylla","murina","(Tiraboschi)",1903,"Sarcopsylla gallinacea var. italica Tiraboschi, 1903; Sarcopsylla rhynchopsylla Tiraboschi, 1904","Lewis",3005,"Lewis3005",NA,"Lewis379",NA,NA,NA,NA,NA,"Sarcopsylla gallinacea var. italica Tiraboschi, 1903","Echidnophaga murina (Tiraboschi, 1903)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"gallinacea","italica","subspecies",NA,"Tiraboschi, 1903",NA,NA,"synonym",NA,NA,"Sarcopsylla gallinacea italica"
"Stivaliidae",NA,"Stivalius","afer","Rothschild",1908,"Stivalius cacuminis Smit, 1958","Lewis",3010,"Lewis3010",NA,"Lewis388",NA,NA,NA,NA,NA,"Stivalius cacuminis Smit, 1958","Afristivalius afer Rothschild, 1908",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"cacuminis",NA,"species",NA,"Smit, 1958",NA,NA,"synonym",NA,NA,"Stivalius cacuminis"
"Stivaliidae",NA,"Stivalius","pomerantzi","(Traub)",1951,"Stivalius ralius Traub, 1951","Lewis",3011,"Lewis3011",NA,"Lewis389",NA,NA,NA,NA,NA,"Stivalius ralius Traub, 1951","Nestivalius pomerantzi (Traub, 1951)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"ralius",NA,"species",NA,"Traub, 1951",NA,NA,"synonym",NA,NA,"Stivalius ralius"
"Pulicidae","Xenopsyllinae","Synosternus","pallidus","(Taschenberg)",1880,"Synosternus pallidus infestus Wagner, 1933; Pulex witherbyi Rothschild (in: Witherby, 1902)","Lewis",3012,"Lewis3012",NA,"Lewis391",NA,NA,NA,NA,NA,"Synosternus pallidus infestus Wagner, 1933","Synosternus pallidus (Taschenberg, 1880)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pallidus","infestus","subspecies",NA,"Wagner, 1933",NA,NA,"synonym",NA,NA,"Synosternus pallidus infestus"
"Vermipsyllidae",NA,"Trichopsylla","homoea","Rothschild",1906,"Trichopsylla homoeus carenis Jordan, 1932","Lewis",3023,"Lewis3023",NA,"Lewis403",NA,NA,NA,NA,NA,"Trichopsylla homoeus carenis Jordan, 1932","Chaetopsylla homoea Rothschild, 1906",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"homoeus","carenis","subspecies",NA,"Jordan, 1932",NA,NA,"synonym",NA,NA,"Trichopsylla homoeus carenis"
"Ceratophyllidae","Dactylopsyllinae","Typhlopsylla","ignota","(Baker)",1895,"Typhlopsylla americanus Baker, 1895; Foxella ignotus acutus Stewart, 1940","Lewis",3025,"Lewis3025",NA,"Lewis407",NA,NA,NA,NA,NA,"Typhlopsylla americanus Baker, 1895","Foxella ignota (Baker, 1895)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"americanus",NA,"species",NA,"Baker, 1895",NA,NA,"synonym",NA,NA,"Typhlopsylla americanus"
"Vermipsyllidae",NA,"Vermipsylla","alakurt","Schimkewitsch",1885,"Vermipsylla geniculata geniculata Li, 1964; Vermipsylla geniculata gigantea Li, 1964","Lewis",3026,"Lewis3026",NA,"Lewis409",NA,NA,NA,NA,NA,"Vermipsylla geniculata geniculata Li, 1964","Vermipsylla alakurt Schimkewitsch, 1885",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"geniculata","geniculata","subspecies",NA,"Li, 1964",NA,NA,"synonym",NA,NA,"Vermipsylla geniculata geniculata"
"Ctenophthalmidae","Doratopsyllinae","Xenodaeria","telios","Jordan",1932,"Xenodaeria bijiangensis Li, Hsieh & Yang, 1978","Lewis",3028,"Lewis3028",NA,"Lewis411",NA,NA,NA,NA,NA,"Xenodaeria bijiangensis Li, Hsieh & Yang, 1978","Xenodaeria telios Jordan, 1932",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"bijiangensis",NA,"species",NA,"Li, Hsieh & Yang, 1978",NA,NA,"synonym",NA,NA,"Xenodaeria bijiangensis"
"Pulicidae","Xenopsyllinae","Xenopsylla","torta","(Jordan & Rothschild)",1908,"Xenopsylla achilla DeMeillon, 1947","Lewis",3029,"Lewis3029",NA,"Lewis412",NA,NA,NA,NA,NA,"Xenopsylla achilla DeMeillon, 1947","Xenopsylla torta (Jordan & Rothschild, 1908)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"achilla",NA,"species",NA,"1947",NA,NA,"synonym",NA,NA,"Xenopsylla achilla"
"Pulicidae","Xenopsyllinae","Xenopsylla","vexabilis","Jordan",1925,"Xenopsylla hawaiiensis Jordan, 1932; Xenopsylla vexabilis meseris Jordan, 1936","Lewis",3030,"Lewis3030",NA,"Lewis413",NA,NA,NA,NA,NA,"Xenopsylla hawaiiensis Jordan, 1932","Xenopsylla vexabilis Jordan, 1925",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hawaiiensis",NA,"species",NA,"Jordan, 1932",NA,NA,"synonym",NA,NA,"Xenopsylla hawaiiensis"
"Pulicidae","Xenopsyllinae","Xenopsylla","taractes","Jordan & Rothschild",1913,"Xenopsylla lybica Wagner, 1933","Lewis",3031,"Lewis3031",NA,"Lewis414",NA,NA,NA,NA,NA,"Xenopsylla lybica Wagner, 1933","Xenopsylla taractes Jordan & Rothschild, 1913",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"lybica",NA,"species",NA,"Wagner, 1933",NA,NA,"synonym",NA,NA,"Xenopsylla lybica"
"Pulicidae","Xenopsyllinae","Xenopsylla","eridos","(Rothschild)",1904,"Xenopsylla pasiphae DeMeillon, 1947","Lewis",3032,"Lewis3032",NA,"Lewis415",NA,NA,NA,NA,NA,"Xenopsylla pasiphae DeMeillon, 1947","Xenopsylla eridos (Rothschild, 1904)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pasiphae",NA,"species",NA,"1947",NA,NA,"synonym",NA,NA,"Xenopsylla pasiphae"
"Pulicidae","Xenopsyllinae","Xenopsylla","hussaini","Sharif",1930,"Xenopsylla sewelli Sharif, 1930","Lewis",3033,"Lewis3033",NA,"Lewis416",NA,NA,NA,NA,NA,"Xenopsylla sewelli Sharif, 1930","Xenopsylla hussaini Sharif, 1930",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"sewelli",NA,"species",NA,"Sharif, 1930",NA,NA,"synonym",NA,NA,"Xenopsylla sewelli"
"Pulicidae","Xenopsyllinae","Xenopsylla","trifaria","DeMeillon",1930,"Xenopsylla trifaria orientalis Marcus, DeMeillon & Davis, 1960","Lewis",3035,"Lewis3035",NA,"Lewis418",NA,NA,NA,NA,NA,"Xenopsylla trifaria orientalis Marcus, DeMeillon & Davis, 1960","Xenopsylla trifaria DeMeillon, 1930",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"trifaria","orientalis","subspecies",NA,"Marcus, & Davis, 1960",NA,NA,"synonym",NA,NA,"Xenopsylla trifaria orientalis"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","enefdeae enefdeae","Ioff",1950,"Ceratophyllus balati rosicky, 1955","Lewis",3036,"Lewis3036",NA,"Lewis3",NA,NA,NA,NA,NA,"Ceratophyllus balati rosicky, 1955","Ceratophyllus enefdeae enefdeae Ioff, 1950",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"balati","rosicky,","subspecies",NA,"1955",NA,NA,"synonym",NA,NA,"Ceratophyllus balati rosicky,"
"Hystrichopsyllidae","Hystrichopsyllinae","Atyphloceras","multidentatus multidentatus","(C. Fox)",1909,"Atyphloceras artius Jordan 1933; Atyphoceras (sic) Atyphloceras felix Jordan, 1933","Lewis",3047,"Lewis3047",NA,"Lewis43",NA,NA,NA,NA,NA,"Atyphloceras artius Jordan 1933","Atyphloceras multidentatus multidentatus (C. Fox, 1909)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"artius",NA,"species",NA,"Jordan 1933",NA,NA,"synonym",NA,NA,"Atyphloceras artius"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","advenarius advenarius","(Wagner)",1930,"Ceratophyllus advenarius bifallax Ioff & Scalon, 1950","Lewis",3049,"Lewis3049",NA,"Lewis59",NA,NA,NA,NA,NA,"Ceratophyllus advenarius bifallax Ioff & Scalon, 1950","Megabothris advenarius advenarius (Wagner, 1930)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"advenarius","bifallax","subspecies",NA,"Ioff & Scalon, 1950",NA,NA,"synonym",NA,NA,"Ceratophyllus advenarius bifallax"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","gallinulae gallinulae","(Dale)",1878,"Ceratophyllus arvenis Dale, 1878; Ceratophyllus atricapillae Dale, 1878; Ceratophyllus caudati Dale 1878; Ceratophyllus cinereae Dale, 1878; Ceratophyllus citrinellae Dale, 1878; Ceratophyllus garruli Dale, 1878; Ceratophyllus merulae Dale, 1878; Ceratophyllus monedulae Dale, 1878; Ceratophyllus newsteadi Rothschild, 1901; Ceratophyllus pyrrhulae Dale, 1878; Ceratophyllus trochili Dale, 1878; Ceratophyllus viscivora Dale, 1878; Dasypsyllus gallinulae zilianus Peus, 1954","Lewis",3050,"Lewis3050",NA,"Lewis64",NA,NA,NA,NA,NA,"Ceratophyllus arvenis Dale, 1878","Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"arvenis",NA,"species",NA,"Dale, 1878",NA,NA,"synonym",NA,NA,"Ceratophyllus arvenis"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","caspia caspia","(Ioff & Argyropulo)",1934,"Ceratophyllus caspius Tiflov, 1937; Callopsylla caspia rhodopeia Rosicky, 1959","Lewis",3051,"Lewis3051",NA,"Lewis71",NA,NA,NA,NA,NA,"Ceratophyllus caspius Tiflov, 1937","Callopsylla caspia caspia (Ioff & Argyropulo, 1934)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"caspius",NA,"species",NA,"Tiflov, 1937",NA,NA,"synonym",NA,NA,"Ceratophyllus caspius"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","simplex simplex","(Wagner)",1902,"Ceratophyllus danubianus Rothschild, 1909; Citellophilus simplex domicae Rosicky, 1956; Ischnopsyllus schmitzi Oudemans, 1909 (male of Ischnopsyllus simplex simplex)","Lewis",3053,"Lewis3053",NA,"Lewis77",NA,NA,NA,NA,NA,"Ceratophyllus danubianus Rothschild, 1909","Citellophilus simplex simplex (Wagner, 1902)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"danubianus",NA,"species",NA,"Rothschild, 1909",NA,NA,"synonym",NA,NA,"Ceratophyllus danubianus"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","vagabundus insularis","Rothschild",1906,"Ceratophyllus dimi Mikulin, 1958","Lewis",3055,"Lewis3055",NA,"Lewis79",NA,NA,NA,NA,NA,"Ceratophyllus dimi Mikulin, 1958","Ceratophyllus vagabundus insularis Rothschild, 1906",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dimi",NA,"species",NA,"Mikulin, 1958",NA,NA,"synonym",NA,NA,"Ceratophyllus dimi"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","tesquorum tesquorum","(Wagner)",1898,"Ceratophyllus dubius Wagner, 1898","Lewis",3056,"Lewis3056",NA,"Lewis80",NA,NA,NA,NA,NA,"Ceratophyllus dubius Wagner, 1898","Citellophilus tesquorum tesquorum (Wagner, 1898)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dubius",NA,"species",NA,"Wagner, 1898",NA,NA,"synonym",NA,NA,"Ceratophyllus dubius"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","tesquorum mongolicus","(Jordan & Rothschild)",1911,"Ceratophyllus famulus Jordan & Rothschild, 1911","Lewis",3057,"Lewis3057",NA,"Lewis81",NA,NA,NA,NA,NA,"Ceratophyllus famulus Jordan & Rothschild, 1911","Citellophilus tesquorum mongolicus (Jordan & Rothschild, 1911)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"famulus",NA,"species",NA,"Jordan & Rothschild, 1911",NA,NA,"synonym",NA,NA,"Ceratophyllus famulus"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","styx styx","Rothschild",1900,"Ceratophyllus flaveolus Rothschild 1909","Lewis",3059,"Lewis3059",NA,"Lewis83",NA,NA,NA,NA,NA,"Ceratophyllus flaveolus Rothschild 1909","Ceratophyllus styx styx Rothschild, 1900",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"flaveolus",NA,"species",NA,"Rothschild 1909",NA,NA,"synonym",NA,NA,"Ceratophyllus flaveolus"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","penicilliger pedias","(Rothschild)",1911,"Ceratophyllus penicilliger demotus Ioff, 1946","Lewis",3062,"Lewis3062",NA,"Lewis91",NA,NA,NA,NA,NA,"Ceratophyllus penicilliger demotus Ioff, 1946","Amalaraeus penicilliger pedias (Rothschild, 1911)",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"penicilliger","demotus","subspecies",NA,"Ioff, 1946",NA,NA,"synonym",NA,NA,"Ceratophyllus penicilliger demotus"
"Ctenophthalmidae","Listropsyllinae","Ceratophyllus","dolosa dolosa","Rothschild",1907,"Ceratophyllus stygius Rothschild, 1908","Lewis",3064,"Lewis3064",NA,"Lewis100",NA,NA,NA,NA,NA,"Ceratophyllus stygius Rothschild, 1908","Listropsylla dolosa dolosa Rothschild, 1907",NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"stygius",NA,"species",NA,"Rothschild, 1908",NA,NA,"synonym",NA,NA,"Ceratophyllus stygius"
