"id","order","family","genus","species","subspecies","author","taxonlevel","accid","canonical","source"
1419692,"Siphonaptera","Stivaliidae","Afristivalius","sellatus",NA,"(Jordan & Rothschild, 1923)","species",0,"Afristivalius sellatus","GBIF"
1419682,"Siphonaptera","Stivaliidae","Afristivalius","smitianus",NA,"(Beaucournu, 1967)","species",0,"Afristivalius smitianus","GBIF"
1419686,"Siphonaptera","Stivaliidae","Afristivalius","timanus",NA,"(Jordan, 1931)","species",0,"Afristivalius timanus","GBIF"
1419693,"Siphonaptera","Stivaliidae","Afristivalius","torvus",NA,"(Rothschild, 1908)","species",0,"Afristivalius torvus","GBIF"
1419683,"Siphonaptera","Stivaliidae","Afristivalius","vancanneyti",NA,"(Berteaux, 1947)","species",0,"Afristivalius vancanneyti","GBIF"
1418629,"Siphonaptera","Hystrichopsyllidae","Agastopsylla","boxi",NA,"Jordan & Rothschild, 1923","species",0,"Agastopsylla boxi","GBIF"
6194498,"Siphonaptera","Hystrichopsyllidae","Agastopsylla","boxi","boxi","Jordan & Rothschild, 1923","subspecies",0,"Agastopsylla boxi boxi","GBIF"
6194499,"Siphonaptera","Hystrichopsyllidae","Agastopsylla","boxi","gibbosa","Beaucournu & Alcover, 1990","subspecies",0,"Agastopsylla boxi gibbosa","GBIF"
1418628,"Siphonaptera","Hystrichopsyllidae","Agastopsylla","hirsutior",NA,"Traub, 1952","species",0,"Agastopsylla hirsutior","GBIF"
1418625,"Siphonaptera","Hystrichopsyllidae","Agastopsylla","nylota",NA,"Traub, 1952","species",0,"Agastopsylla nylota","GBIF"
6194501,"Siphonaptera","Hystrichopsyllidae","Agastopsylla","nylota","euneomys","Lewis, 1984","subspecies",0,"Agastopsylla nylota euneomys","GBIF"
6194500,"Siphonaptera","Hystrichopsyllidae","Agastopsylla","nylota","nylota","Traub, 1952","subspecies",0,"Agastopsylla nylota nylota","GBIF"
1418624,"Siphonaptera","Hystrichopsyllidae","Agastopsylla","pearsoni",NA,"Traub, 1952","species",0,"Agastopsylla pearsoni","GBIF"
1419386,"Siphonaptera","Pulicidae","Xenopsylla","achilla",NA,"De Meillon, 1947","species",1419385,"Xenopsylla achilla","GBIF"
1419376,"Siphonaptera","Pulicidae","Xenopsylla","chersinus",NA,"(Rothschild, 1906)","species",1419375,"Xenopsylla chersinus","GBIF"
1419361,"Siphonaptera","Pulicidae","Xenopsylla","hawaiiensis",NA,"Jordan, 1932","species",1419360,"Xenopsylla hawaiiensis","GBIF"
1419434,"Siphonaptera","Pulicidae","Xenopsylla","lybica",NA,"Wagner, 1933","species",1419433,"Xenopsylla lybica","GBIF"
1419362,"Siphonaptera","Pulicidae","Xenopsylla","meseris",NA,"(Jordan, 1936)","species",1419360,"Xenopsylla meseris","GBIF"
1419440,"Siphonaptera","Pulicidae","Xenopsylla","murinus",NA,"(Tiraboschi, 1904)","species",1419435,"Xenopsylla murinus","GBIF"
1419438,"Siphonaptera","Pulicidae","Xenopsylla","pachyuromyidis",NA,"Glinkiewicz, 1907","species",1419435,"Xenopsylla pachyuromyidis","GBIF"
1419427,"Siphonaptera","Pulicidae","Xenopsylla","pasiphae",NA,"De Meillon, 1947","species",1419426,"Xenopsylla pasiphae","GBIF"
1419436,"Siphonaptera","Pulicidae","Xenopsylla","philippinensis",NA,"(Herzog, 1904)","species",1419435,"Xenopsylla philippinensis","GBIF"
1419365,"Siphonaptera","Pulicidae","Xenopsylla","sewelli",NA,"Sharif, 1930","species",1419364,"Xenopsylla sewelli","GBIF"
1419439,"Siphonaptera","Pulicidae","Xenopsylla","tripolitanus",NA,"(Fulmek, 1909)","species",1419435,"Xenopsylla tripolitanus","GBIF"
1419397,"Siphonaptera","Pulicidae","Xenopsylla","vigetus",NA,"(Rothschild, 1909)","species",1419396,"Xenopsylla vigetus","GBIF"
1417581,"Siphonaptera","Ischnopsyllidae","Alectopsylla","unisetosa",NA,"Mahnert, 1976","species",0,"Alectopsylla unisetosa","GBIF"
1417578,"Siphonaptera","Ischnopsyllidae","Allopsylla","alloides",NA,"(Smit, 1977)","species",0,"Allopsylla alloides","GBIF"
1417579,"Siphonaptera","Ischnopsyllidae","Allopsylla","hetera",NA,"Beaucournu & Fain, 1982","species",0,"Allopsylla hetera","GBIF"
1416932,"Siphonaptera","Ceratophyllidae","Amalaraeus","andersoni",NA,"(Rothschild, 1908)","species",0,"Amalaraeus andersoni","GBIF"
7198658,"Siphonaptera","Ceratophyllidae","Amalaraeus","andersoni","andersoni","(Rothschild, 1908)","subspecies",0,"Amalaraeus andersoni andersoni","GBIF"
6194292,"Siphonaptera","Ceratophyllidae","Amalaraeus","andersoni","ioffi","(Darskaya, 1949)","subspecies",0,"Amalaraeus andersoni ioffi","GBIF"
1416928,"Siphonaptera","Ceratophyllidae","Amalaraeus","arvicolae",NA,"(Ioff, 1948)","species",0,"Amalaraeus arvicolae","GBIF"
